Player,Age,Team,Pos,G,MP,PER,WS,WS/48,OWS,DWS,BPM,OBPM,DBPM,VORP,TS%,USG%,SEASON_END_YEAR,SEASON_LABEL,name_key,PERSON_ID,PLAYER_NAME,DRAFT_YEAR,OVERALL_PICK,ROUND_NUMBER,DRAFT_TEAM,ORGANIZATION,pick_bin,era,years_pro,SALARY_USD,SALARY_SEASON_LABEL,VORP_per_1M,WS_per_1M
Delonte West,26.0,CLE,SG,60.0,1500.0,13.8,3.3,0.106,1.3,2.0,0.7,-0.3,1.0,1.0,0.53,18.3,2010,2009-10,delonte west,2753,Delonte West,2004,24,1,Boston,Saint Joseph's,Picks 15-30,Pre-Analytics,6,4254250.0,2009-10,0.23505905858847037,0.7756948933419522
Greg Ostertag,32.0,UTA,C,60.0,807.0,11.6,1.3,0.076,0.2,1.1,-1.4,-3.3,2.0,0.1,0.503,11.0,2006,2005-06,greg ostertag,731,Greg Ostertag,1995,28,1,Utah,Kansas,Picks 15-30,Pre-Analytics,11,4400000.0,2005-06,0.022727272727272728,0.2954545454545454
Loren Woods,23.0,MIN,C,60.0,516.0,9.9,0.5,0.047,-0.2,0.7,-2.5,-3.8,1.2,-0.1,0.449,13.9,2002,2001-02,loren woods,2254,Loren Woods,2001,45,2,Minnesota,Arizona,Second Round,Pre-Analytics,1,332000.0,2001-02,-0.30120481927710846,1.506024096385542
Dwyane Wade,35.0,CHI,SG,60.0,1792.0,18.5,3.4,0.09,0.9,2.5,2.5,1.6,0.9,2.1,0.508,29.6,2017,2016-17,dwyane wade,2548,Dwyane Wade,2003,5,1,Miami,Marquette,Top 5,Pre-Analytics,14,23200000.0,2016-17,0.09051724137931035,0.14655172413793102
Marcus Smart,25.0,BOS,SG,60.0,1919.0,13.8,4.5,0.112,1.7,2.8,1.4,0.0,1.4,1.6,0.518,18.9,2020,2019-20,marcus smart,203935,Marcus Smart,2014,6,1,Boston,Oklahoma State,Picks 6-14,Post-Analytics,6,12553571.0,2019-20,0.1274537739102284,0.3584637391225174
Kevin Love,28.0,CLE,PF,60.0,1885.0,21.1,6.4,0.163,4.0,2.4,2.1,3.3,-1.2,1.9,0.573,26.4,2017,2016-17,kevin love,201567,Kevin Love,2008,5,1,Memphis,California-Los Angeles,Top 5,Pre-Analytics,9,21165675.0,2016-17,0.08976798519300706,0.3023763711764449
Kevin Love,21.0,MIN,PF,60.0,1714.0,20.7,4.9,0.138,3.4,1.5,1.5,2.7,-1.2,1.5,0.549,22.4,2010,2009-10,kevin love,201567,Kevin Love,2008,5,1,Memphis,California-Los Angeles,Top 5,Pre-Analytics,2,3401040.0,2009-10,0.44104156375696846,1.4407357749394303
Marreese Speights,24.0,MEM,PF,60.0,1345.0,14.1,2.7,0.096,0.9,1.7,-3.0,-1.8,-1.2,-0.4,0.491,20.5,2012,2011-12,marreese speights,201578,Marreese Speights,2008,16,1,Philadelphia,Florida,Picks 15-30,Pre-Analytics,4,2721255.0,2011-12,-0.1469910023132709,0.9921892656145785
Shane Battier,30.0,HOU,SG,60.0,2031.0,10.7,5.2,0.123,2.3,2.9,2.0,0.1,1.9,2.0,0.568,9.9,2009,2008-09,shane battier,2203,Shane Battier,2001,6,1,Memphis,Duke,Picks 6-14,Pre-Analytics,8,6448900.0,2008-09,0.3101304098373366,0.8063390655770751
Damon Stoudamire,34.0,2TM,PG,60.0,1037.0,8.9,-0.1,-0.004,-0.9,0.8,-3.7,-2.7,-1.0,-0.4,0.45,19.1,2008,2007-08,damon stoudamire,757,Damon Stoudamire,1995,7,1,Toronto,Arizona,Picks 6-14,Pre-Analytics,13,335442.0,2007-08,-0.946728100784067,-0.2981141300135344
Ryan Hollins,28.0,LAC,C,60.0,663.0,11.3,1.7,0.125,1.0,0.8,-3.9,-4.0,0.2,-0.3,0.674,13.6,2013,2012-13,ryan hollins,200797,Ryan Hollins,2006,50,2,Charlotte,California-Los Angeles,Second Round,Pre-Analytics,7,884293.0,2012-13,-0.33925407076613745,1.9224397343414457
Ersan İlyasova,23.0,MIL,PF,60.0,1505.0,14.3,3.8,0.121,1.1,2.7,-0.6,-1.2,0.6,0.5,0.516,19.1,2011,2010-11,ersan ilyasova,101141,Ersan Ilyasova,2005,36,2,Milwaukee,Ulkerspor (Turkey),Second Round,Pre-Analytics,6,2320500.0,2010-11,0.21547080370609784,1.6375781081663434
George Hill,32.0,2TM,PG,60.0,1302.0,12.1,2.8,0.103,1.5,1.3,-1.4,-1.9,0.5,0.2,0.554,15.1,2019,2018-19,george hill,201588,George Hill,2008,26,1,San Antonio,IUPUI,Picks 15-30,Pre-Analytics,11,19000000.0,2018-19,0.010526315789473684,0.14736842105263157
Cole Aldrich,27.0,LAC,C,60.0,800.0,21.3,3.5,0.209,1.4,2.0,2.4,-0.9,3.4,0.9,0.626,18.4,2016,2015-16,cole aldrich,202332,Cole Aldrich,2010,11,1,New Orleans,Kansas,Picks 6-14,Post-Analytics,6,1100602.0,2015-16,0.8177342945042804,3.18007781196109
Ryan Hollins,23.0,CHA,PF,60.0,532.0,11.4,1.1,0.096,0.6,0.4,-3.8,-3.9,0.1,-0.2,0.565,13.3,2008,2007-08,ryan hollins,200797,Ryan Hollins,2006,50,2,Charlotte,California-Los Angeles,Second Round,Pre-Analytics,2,687456.0,2007-08,-0.29092771028254905,1.6001024065540197
Eddie House,25.0,LAC,SG,60.0,1188.0,12.0,0.7,0.027,0.2,0.5,-1.3,-1.0,-0.3,0.2,0.436,19.8,2004,2003-04,eddie house,2067,Eddie House,2000,37,2,Miami,Arizona State,Second Round,Pre-Analytics,4,,,,
Jamal Crawford,31.0,POR,PG,60.0,1613.0,15.7,2.3,0.069,1.6,0.7,-0.2,1.0,-1.2,0.7,0.506,26.6,2012,2011-12,jamal crawford,2037,Jamal Crawford,2000,8,1,Cleveland,Michigan,Picks 6-14,Pre-Analytics,12,5000000.0,2011-12,0.13999999999999999,0.45999999999999996
Speedy Claxton,25.0,GSW,PG,60.0,1595.0,17.3,4.2,0.127,2.6,1.6,1.1,-0.2,1.3,1.2,0.509,20.9,2004,2003-04,speedy claxton,2049,Speedy Claxton,2000,20,1,Philadelphia,Hofstra,Picks 15-30,Pre-Analytics,4,1667000.0,2003-04,0.7198560287942412,2.519496100779844
Ersan İlyasova,24.0,MIL,PF,60.0,1655.0,20.5,6.4,0.185,4.4,2.0,1.9,3.1,-1.1,1.6,0.577,20.1,2012,2011-12,ersan ilyasova,101141,Ersan Ilyasova,2005,36,2,Milwaukee,Ulkerspor (Turkey),Second Round,Pre-Analytics,7,2541000.0,2011-12,0.6296733569460843,2.518693427784337
Kris Humphries,21.0,TOR,PF,60.0,670.0,13.5,1.5,0.107,0.7,0.8,-3.2,-2.5,-0.8,-0.2,0.516,17.4,2007,2006-07,kris humphries,2743,Kris Humphries,2004,14,1,Utah,Minnesota,Picks 6-14,Pre-Analytics,3,1703520.0,2006-07,-0.11740396355780973,0.8805297266835729
Chris Paul,26.0,LAC,PG,60.0,2181.0,27.0,12.7,0.278,10.4,2.3,9.2,6.7,2.4,6.1,0.581,24.3,2012,2011-12,chris paul,101108,Chris Paul,2005,4,1,New Orleans/Oklahoma City,Wake Forest,Top 5,Pre-Analytics,7,16359805.0,2011-12,0.3728650799933128,0.7762928714614874
Joe Johnson,30.0,ATL,SG,60.0,2127.0,18.4,6.4,0.145,4.4,2.1,2.1,3.1,-1.0,2.2,0.557,24.9,2012,2011-12,joe johnson,2207,Joe Johnson,2001,10,1,Boston,Arkansas,Picks 6-14,Pre-Analytics,11,18038573.0,2011-12,0.12196086686014466,0.35479524904769355
Vince Carter,43.0,ATL,PF,60.0,876.0,7.5,-0.2,-0.011,-0.6,0.4,-4.3,-3.1,-1.2,-0.5,0.47,16.6,2020,2019-20,vince carter,1713,Vince Carter,1998,5,1,Golden State,North Carolina,Top 5,Pre-Analytics,22,1620564.0,2019-20,-0.3085345595730869,-0.12341382382923477
Andrew Bynum,24.0,LAL,C,60.0,2112.0,22.9,8.0,0.183,4.8,3.3,2.9,2.7,0.2,2.6,0.594,23.8,2012,2011-12,andrew bynum,101115,Andrew Bynum,2005,10,1,Los Angeles,Saint Joseph,Picks 6-14,Pre-Analytics,7,14900000.0,2011-12,0.174496644295302,0.5369127516778524
Jodie Meeks,27.0,DET,SG,60.0,1462.0,14.1,3.1,0.103,2.2,0.9,-0.5,-0.3,-0.2,0.5,0.548,20.1,2015,2014-15,jodie meeks,201975,Jodie Meeks,2009,41,2,Milwaukee,Kentucky,Second Round,Pre-Analytics,6,6000000.0,2014-15,0.08333333333333333,0.5166666666666667
Vince Carter,39.0,MEM,SG,60.0,1005.0,12.7,1.8,0.084,1.0,0.8,-1.0,-0.4,-0.6,0.3,0.52,18.5,2016,2015-16,vince carter,1713,Vince Carter,1998,5,1,Golden State,North Carolina,Top 5,Pre-Analytics,18,4088019.0,2015-16,0.07338517751507515,0.4403110650904509
Robin Lopez,20.0,PHO,C,60.0,614.0,11.6,1.1,0.083,0.6,0.4,-3.4,-3.1,-0.3,-0.2,0.566,14.0,2009,2008-09,robin lopez,201577,Robin Lopez,2008,15,1,Phoenix,Stanford,Picks 15-30,Pre-Analytics,1,1623720.0,2008-09,-0.12317394624688986,0.6774567043578943
Nemanja Bjelica,27.0,MIN,PF,60.0,1075.0,11.2,1.9,0.087,1.4,0.6,-0.7,-0.9,0.2,0.3,0.594,12.8,2016,2015-16,nemanja bjelica,202357,Nemanja Bjelica,2010,35,2,Washington,KK Crvena zvezda (Serbia),Second Round,Post-Analytics,6,3950001.0,2015-16,0.0759493478609246,0.4810125364525224
Vlatko Čančar,25.0,DEN,PF,60.0,889.0,11.0,1.7,0.093,0.9,0.8,-1.8,-1.7,-0.1,0.0,0.606,13.8,2023,2022-23,vlatko cancar,1628427,Vlatko Čančar,2017,49,2,Denver,KK Mega Leks (Serbia),Second Round,Post-Analytics,6,2234359.0,2022-23,0.0,0.7608446091250332
Kyrie Irving,30.0,2TM,SG,60.0,2241.0,22.4,7.4,0.159,5.4,2.0,4.1,4.8,-0.7,3.5,0.613,28.9,2023,2022-23,kyrie irving,202681,Kyrie Irving,2011,1,1,Cleveland,Duke,Top 5,Post-Analytics,12,38917057.0,2022-23,0.089934858126605,0.19014798575339345
Tony Parker,29.0,SAS,PG,60.0,1923.0,22.0,7.1,0.177,5.5,1.6,2.7,3.6,-0.9,2.3,0.539,27.7,2012,2011-12,tony parker,2225,Tony Parker,2001,28,1,San Antonio,Paris Basket Racing (France),Picks 15-30,Pre-Analytics,11,12500000.0,2011-12,0.184,0.568
Raymond Felton,27.0,POR,PG,60.0,1906.0,13.4,1.7,0.042,0.7,1.0,-1.5,-0.3,-1.2,0.2,0.491,20.8,2012,2011-12,raymond felton,101109,Raymond Felton,2005,5,1,Charlotte,North Carolina,Top 5,Pre-Analytics,7,7560000.0,2011-12,0.026455026455026457,0.22486772486772488
Darren Collison,24.0,IND,PG,60.0,1878.0,13.6,3.8,0.098,2.3,1.5,-0.2,0.3,-0.5,0.9,0.526,17.0,2012,2011-12,darren collison,201954,Darren Collison,2009,21,1,New Orleans,California-Los Angeles,Picks 15-30,Pre-Analytics,3,1455960.0,2011-12,0.6181488502431386,2.609961812137696
Kevin Garnett,35.0,BOS,C,60.0,1864.0,20.4,6.9,0.178,2.6,4.3,4.3,1.8,2.5,2.9,0.55,24.9,2012,2011-12,kevin garnett,708,Kevin Garnett,1995,5,1,Minnesota,Farragut Career Academy,Top 5,Pre-Analytics,17,21247044.0,2011-12,0.13648957473802004,0.32475105713528907
Sean Marks,33.0,NOH,C,60.0,838.0,8.8,1.2,0.067,0.2,1.0,-4.8,-4.4,-0.4,-0.6,0.521,12.6,2009,2008-09,sean marks,1752,Sean Marks,1998,44,2,New York,California,Second Round,Pre-Analytics,11,797581.0,2008-09,-0.7522746905956887,1.5045493811913775
Cory Alexander,24.0,2TM,PG,60.0,1298.0,15.2,2.2,0.081,1.0,1.2,0.5,0.4,0.1,0.8,0.548,19.8,1998,1997-98,cory alexander,724,Cory Alexander,1995,29,1,San Antonio,Virginia,Picks 15-30,Pre-Analytics,3,,,,
Chimezie Metu,24.0,SAC,C,60.0,1279.0,13.4,1.5,0.056,0.1,1.4,-1.5,-1.6,0.1,0.2,0.546,18.5,2022,2021-22,chimezie metu,1629002,Chimezie Metu,2018,49,2,Milwaukee,Southern California,Second Round,Post-Analytics,4,1762796.0,2021-22,0.11345612311350832,0.8509209233513123
Myles Turner,19.0,IND,C,60.0,1367.0,15.4,3.1,0.109,0.8,2.3,-1.6,-2.2,0.6,0.1,0.531,20.9,2016,2015-16,myles turner,1626167,Myles Turner,2015,11,1,Indiana,Texas,Picks 6-14,Post-Analytics,1,2357760.0,2015-16,0.042413137893593925,1.3148072747014117
Elton Brand,32.0,PHI,C,60.0,1732.0,18.0,6.1,0.168,2.5,3.6,1.6,-0.2,1.8,1.6,0.521,18.9,2012,2011-12,elton brand,1882,Elton Brand,1999,1,1,Chicago,Duke,Top 5,Pre-Analytics,13,18160355.0,2011-12,0.08810400457480044,0.3358965174414267
Tyler Zeller,26.0,BOS,C,60.0,710.0,15.4,1.7,0.114,0.8,0.9,-3.3,-2.1,-1.2,-0.2,0.539,23.0,2016,2015-16,tyler zeller,203092,Tyler Zeller,2012,17,1,Dallas,North Carolina,Picks 15-30,Post-Analytics,4,2616975.0,2015-16,-0.07642411562968696,0.649604982852339
Norman Powell,25.0,TOR,SG,60.0,1126.0,13.3,2.4,0.102,1.0,1.4,-0.7,-0.9,0.2,0.4,0.596,19.0,2019,2018-19,norman powell,1626181,Norman Powell,2015,46,2,Milwaukee,California-Los Angeles,Second Round,Post-Analytics,4,9367200.0,2018-19,0.04270219489281749,0.2562131693569049
Rashard Lewis,27.0,SEA,SF,60.0,2348.0,20.7,7.6,0.155,6.3,1.3,4.1,4.8,-0.7,3.6,0.587,24.4,2007,2006-07,rashard lewis,1740,Rashard Lewis,1998,32,2,Seattle,Elsik,Second Round,Pre-Analytics,9,9350649.0,2006-07,0.38500001443750054,0.8127778082569455
Tristan Thompson,20.0,CLE,PF,60.0,1424.0,13.3,1.1,0.038,0.3,0.9,-4.7,-2.4,-2.3,-1.0,0.469,19.2,2012,2011-12,tristan thompson,202684,Tristan Thompson,2011,4,1,Cleveland,Texas,Top 5,Post-Analytics,1,3726600.0,2011-12,-0.2683411152256749,0.29517522674824237
Dwight Howard,36.0,LAL,C,60.0,971.0,18.2,3.5,0.174,2.2,1.3,-0.2,-0.2,0.0,0.4,0.657,14.6,2022,2021-22,dwight howard,2730,Dwight Howard,2004,1,1,Orlando,Southwest Atlanta Christian Academy,Top 5,Pre-Analytics,18,1669178.0,2021-22,0.23963891208726693,2.096840480763585
Larry Sanders,22.0,MIL,C,60.0,872.0,11.0,1.0,0.057,-0.7,1.8,-3.5,-5.2,1.7,-0.3,0.448,17.6,2011,2010-11,larry sanders,202336,Larry Sanders,2010,15,1,Milwaukee,Virginia Commonwealth,Picks 15-30,Post-Analytics,1,1731960.0,2010-11,-0.1732141619898843,0.577380539966281
Luke Walton,26.0,LAL,SF,60.0,1982.0,14.7,3.8,0.092,2.6,1.2,0.4,0.9,-0.5,1.2,0.551,16.8,2007,2006-07,luke walton,2575,Luke Walton,2003,32,2,Los Angeles,Arizona,Second Round,Pre-Analytics,4,1375000.0,2006-07,0.8727272727272727,2.7636363636363637
Walter McCarty,26.0,BOS,PF,60.0,478.0,9.2,0.7,0.067,0.3,0.4,-3.2,-2.8,-0.4,-0.1,0.474,15.0,2001,2000-01,walter mccarty,962,Walter McCarty,1996,19,1,New York,Kentucky,Picks 15-30,Pre-Analytics,5,2812000.0,2000-01,-0.03556187766714083,0.24893314366998578
Rodney Hood,25.0,2TM,SG,60.0,1616.0,14.3,2.7,0.081,1.2,1.5,-0.1,0.8,-0.9,0.8,0.546,24.3,2018,2017-18,rodney hood,203918,Rodney Hood,2014,23,1,Utah,Duke,Picks 15-30,Post-Analytics,4,,,,
Avery Bradley,23.0,BOS,SG,60.0,1855.0,12.7,1.8,0.046,0.4,1.4,-1.9,-1.1,-0.8,0.1,0.51,23.2,2014,2013-14,avery bradley,202340,Avery Bradley,2010,19,1,Boston,Texas,Picks 15-30,Post-Analytics,4,2511432.0,2013-14,0.0398179206126226,0.7167225710272068
Jermaine O'Neal,19.0,POR,PF,60.0,808.0,12.7,1.2,0.073,-0.1,1.3,-3.0,-3.6,0.5,-0.2,0.498,18.2,1998,1997-98,jermaine o'neal,979,Jermaine O'Neal,1996,17,1,Portland,Eau Claire,Picks 15-30,Pre-Analytics,2,,,,
Pau Gasol,33.0,LAL,C,60.0,1884.0,19.3,3.0,0.076,1.3,1.7,1.2,1.0,0.2,1.5,0.522,26.4,2014,2013-14,pau gasol,2200,Pau Gasol,2001,3,1,Atlanta,FC Barcelona Basquet (Spain),Top 5,Pre-Analytics,13,19285850.0,2013-14,0.07777723045652642,0.15555446091305283
Tiago Splitter,26.0,SAS,C,60.0,738.0,16.0,2.3,0.149,1.1,1.1,-0.8,-1.3,0.5,0.2,0.55,17.7,2011,2010-11,tiago splitter,201168,Tiago Splitter,2007,28,1,San Antonio,Saski Baskonia (Spain),Picks 15-30,Pre-Analytics,4,3400000.0,2010-11,0.05882352941176471,0.676470588235294
Skal Labissière,21.0,SAC,PF,60.0,1240.0,14.3,1.4,0.054,0.4,1.0,-2.7,-1.9,-0.8,-0.2,0.513,21.1,2018,2017-18,skal labissiere,1627746,Skal Labissiere,2016,28,1,Sacramento,Kentucky,Picks 15-30,Post-Analytics,2,1312611.0,2017-18,-0.15236806639590864,1.0665764647713603
Devean George,29.0,DAL,SF,60.0,1283.0,9.7,2.1,0.078,0.1,1.9,-1.5,-2.2,0.6,0.2,0.487,16.1,2007,2006-07,devean george,1904,Devean George,1999,23,1,Los Angeles,Augsburg,Picks 15-30,Pre-Analytics,8,1974259.0,2006-07,0.10130383095632337,1.0636902250413953
Zach LaVine,24.0,CHI,SF,60.0,2085.0,19.4,4.0,0.091,1.8,2.2,2.5,3.3,-0.8,2.4,0.568,31.7,2020,2019-20,zach lavine,203897,Zach LaVine,2014,13,1,Minnesota,California-Los Angeles,Picks 6-14,Post-Analytics,6,19500000.0,2019-20,0.12307692307692307,0.20512820512820512
Donnell Harvey,23.0,2TM,PF,60.0,783.0,10.4,0.7,0.043,0.2,0.5,-4.0,-3.7,-0.3,-0.4,0.503,16.3,2004,2003-04,donnell harvey,2051,Donnell Harvey,2000,22,1,New York,Florida,Picks 15-30,Pre-Analytics,4,1631000.0,2003-04,-0.24524831391784183,0.42918454935622313
Thon Maker,22.0,DET,C,60.0,776.0,13.7,1.5,0.096,0.7,0.8,-1.4,-2.1,0.7,0.1,0.582,16.1,2020,2019-20,thon maker,1627748,Thon Maker,2016,10,1,Milwaukee,,Picks 6-14,Post-Analytics,4,3569643.0,2019-20,0.028014005882380955,0.4202100882357143
Pascal Siakam,25.0,TOR,PF,60.0,2110.0,17.9,5.4,0.123,1.8,3.6,1.8,1.3,0.5,2.0,0.554,28.1,2020,2019-20,pascal siakam,1627783,Pascal Siakam,2016,27,1,Toronto,New Mexico State,Picks 15-30,Post-Analytics,4,2351839.0,2019-20,0.8503983478460898,2.2960755391844425
Daniel Gibson,20.0,CLE,PG,60.0,988.0,9.4,2.0,0.098,0.8,1.2,-0.7,-1.6,0.9,0.3,0.556,13.4,2007,2006-07,daniel gibson,200789,Daniel Gibson,2006,42,2,Cleveland,Texas,Second Round,Pre-Analytics,1,412718.0,2006-07,0.7268885776728905,4.8459238511526035
Trae Young,21.0,ATL,PG,60.0,2120.0,23.9,5.9,0.133,5.3,0.6,3.9,6.2,-2.3,3.1,0.595,34.9,2020,2019-20,trae young,1629027,Trae Young,2018,5,1,Dallas,Oklahoma,Top 5,Post-Analytics,2,6273000.0,2019-20,0.49418141240235935,0.9405388171528775
Mike Muscala,24.0,ATL,C,60.0,565.0,13.6,1.6,0.136,0.7,0.9,-0.9,-2.1,1.2,0.2,0.576,15.5,2016,2015-16,mike muscala,203488,Mike Muscala,2013,44,2,Dallas,Bucknell,Second Round,Post-Analytics,3,947276.0,2015-16,0.21113170818219823,1.6890536654575858
Allen Iverson,26.0,PHI,SG,60.0,2622.0,21.9,6.9,0.126,2.6,4.3,4.8,3.9,0.8,4.5,0.489,37.8,2002,2001-02,allenerson,947,Allen Iverson,1996,1,1,Philadelphia,Georgetown,Top 5,Pre-Analytics,6,11250000.0,2001-02,0.4,0.6133333333333334
Jae Crowder,30.0,PHO,PF,60.0,1648.0,11.8,3.3,0.097,1.4,1.9,1.1,0.3,0.8,1.3,0.574,15.7,2021,2020-21,jae crowder,203109,Jae Crowder,2012,34,2,Cleveland,Marquette,Second Round,Post-Analytics,9,9258000.0,2020-21,0.14041909699719163,0.356448476992871
Stromile Swift,25.0,MEM,PF,60.0,1279.0,16.7,2.9,0.107,0.6,2.3,-1.3,-2.4,1.1,0.2,0.517,24.9,2005,2004-05,stromile swift,2031,Stromile Swift,2000,2,1,Vancouver,Louisiana State,Top 5,Pre-Analytics,5,6022000.0,2004-05,0.033211557622052475,0.48156758551976087
Jodie Meeks,22.0,2TM,SG,60.0,719.0,10.8,0.9,0.06,0.1,0.8,-2.1,-1.5,-0.5,0.0,0.493,19.6,2010,2009-10,jodie meeks,201975,Jodie Meeks,2009,41,2,Milwaukee,Kentucky,Second Round,Pre-Analytics,1,650000.0,2009-10,0.0,1.3846153846153846
Rashard Lewis,34.0,MIA,SF,60.0,971.0,10.7,1.7,0.083,0.5,1.1,-0.3,-1.3,1.0,0.4,0.535,14.1,2014,2013-14,rashard lewis,1740,Rashard Lewis,1998,32,2,Seattle,Elsik,Second Round,Pre-Analytics,16,1399507.0,2013-14,0.28581493340154784,1.2147134669565782
Bradley Beal,27.0,WAS,SG,60.0,2147.0,22.7,5.9,0.132,4.2,1.7,3.4,4.8,-1.4,2.9,0.593,34.1,2021,2020-21,bradley beal,203078,Bradley Beal,2012,3,1,Washington,Florida,Top 5,Post-Analytics,9,28751775.0,2020-21,0.10086333800261027,0.20520472214324162
Dan Langhi,25.0,PHO,SF,60.0,541.0,9.4,0.4,0.038,-0.1,0.6,-3.6,-3.2,-0.4,-0.2,0.434,18.8,2003,2002-03,dan langhi,2061,Dan Langhi,2000,31,2,Dallas,Vanderbilt,Second Round,Pre-Analytics,3,,,,
Norman Powell,29.0,LAC,SG,60.0,1567.0,17.1,3.5,0.107,2.1,1.4,0.3,0.9,-0.7,0.9,0.612,26.0,2023,2022-23,norman powell,1626181,Norman Powell,2015,46,2,Milwaukee,California-Los Angeles,Second Round,Post-Analytics,8,16758621.0,2022-23,0.053703702709190684,0.20884773275796378
Stephon Marbury,28.0,NYK,PG,60.0,2193.0,16.4,3.9,0.084,3.5,0.3,0.1,1.8,-1.7,1.1,0.532,22.2,2006,2005-06,stephon marbury,950,Stephon Marbury,1996,4,1,Milwaukee,Georgia Tech,Top 5,Pre-Analytics,10,16453125.0,2005-06,0.06685660018993353,0.23703703703703702
JJ Redick,35.0,NOP,SG,60.0,1581.0,15.4,4.1,0.125,3.6,0.6,0.7,2.3,-1.7,1.1,0.644,20.4,2020,2019-20,jj redick,200755,JJ Redick,2006,11,1,Orlando,Duke,Picks 6-14,Pre-Analytics,14,13486300.0,2019-20,0.08156425409489632,0.30401221980824983
Kendrick Perkins,20.0,BOS,C,60.0,548.0,11.2,0.7,0.065,-0.1,0.8,-3.9,-4.3,0.4,-0.3,0.515,15.4,2005,2004-05,kendrick perkins,2570,Kendrick Perkins,2003,27,1,Memphis,Clifton J. Ozen,Picks 15-30,Pre-Analytics,2,,,,
Jordan Hamilton,23.0,2TM,SF,60.0,1019.0,12.7,1.6,0.073,0.4,1.1,0.7,0.2,0.6,0.7,0.507,18.7,2014,2013-14,jordan hamilton,202706,Jordan Hamilton,2011,26,1,Dallas,Texas,Picks 15-30,Post-Analytics,3,1169880.0,2013-14,0.5983519677231852,1.3676616405101378
JaVale McGee,22.0,WAS,C,60.0,968.0,17.0,2.1,0.105,0.8,1.3,-0.8,-2.0,1.2,0.3,0.539,19.1,2010,2009-10,javale mcgee,201580,JaVale McGee,2008,18,1,Washington,Nevada-Reno,Picks 15-30,Pre-Analytics,2,1496640.0,2009-10,0.20044900577293137,1.4031430404105196
Jerian Grant,26.0,ORL,PG,60.0,939.0,10.8,1.7,0.085,0.5,1.1,-1.6,-2.9,1.3,0.1,0.526,13.4,2019,2018-19,jerian grant,1626170,Jerian Grant,2015,19,1,Washington,Notre Dame,Picks 15-30,Post-Analytics,4,2639314.0,2018-19,0.037888633182713384,0.6441067641061275
Manu Ginóbili,35.0,SAS,SG,60.0,1393.0,19.0,4.5,0.155,2.1,2.4,3.6,2.1,1.5,2.0,0.56,25.2,2013,2012-13,manu ginobili,1938,Manu Ginobili,1999,57,2,San Antonio,Viola Reggio Calabria (Italy),Second Round,Pre-Analytics,14,14107492.0,2012-13,0.1417686432145416,0.3189794472327186
Sebastian Telfair,22.0,MIN,PG,60.0,1933.0,10.4,0.7,0.018,0.2,0.5,-3.1,-2.2,-1.0,-0.6,0.462,16.6,2008,2007-08,sebastian telfair,2742,Sebastian Telfair,2004,13,1,Portland,Abraham Lincoln,Picks 6-14,Pre-Analytics,4,2562426.0,2007-08,-0.23415310334815523,0.27317862057284775
Lonnie Walker IV,22.0,SAS,SG,60.0,1522.0,9.8,0.4,0.012,-0.5,0.9,-3.7,-2.3,-1.4,-0.7,0.523,20.1,2021,2020-21,lonnie walker,1629022,Lonnie Walker IV,2018,18,1,San Antonio,Miami (FL),Picks 15-30,Post-Analytics,3,2892000.0,2020-21,-0.24204702627939143,0.13831258644536654
Tyus Jones,20.0,MIN,PG,60.0,774.0,13.8,1.5,0.096,1.0,0.6,0.2,-0.6,0.7,0.4,0.523,13.6,2017,2016-17,tyus jones,1626145,Tyus Jones,2015,24,1,Cleveland,Duke,Picks 15-30,Post-Analytics,2,1339680.0,2016-17,0.29857876507822767,1.1196703690433536
Markelle Fultz,24.0,ORL,PG,60.0,1778.0,16.6,3.7,0.1,1.7,2.0,0.5,-0.1,0.7,1.2,0.564,21.3,2023,2022-23,markelle fultz,1628365,Markelle Fultz,2017,1,1,Philadelphia,Washington,Top 5,Post-Analytics,6,16500000.0,2022-23,0.07272727272727272,0.22424242424242424
Rondae Hollis-Jefferson,25.0,TOR,PF,60.0,1122.0,15.1,3.4,0.146,1.4,2.0,0.3,-1.2,1.5,0.6,0.533,17.2,2020,2019-20,rondae hollis-jefferson,1626178,Rondae Hollis-Jefferson,2015,23,1,Portland,Arizona,Picks 15-30,Post-Analytics,5,,,,
Sebastian Telfair,26.0,PHO,PG,60.0,895.0,13.2,1.1,0.058,0.4,0.7,-1.3,-1.7,0.4,0.1,0.495,22.3,2012,2011-12,sebastian telfair,2742,Sebastian Telfair,2004,13,1,Portland,Abraham Lincoln,Picks 6-14,Pre-Analytics,8,1567500.0,2011-12,0.06379585326953749,0.7017543859649124
DeMar DeRozan,25.0,TOR,SG,60.0,2100.0,17.4,4.0,0.09,2.6,1.4,-0.9,0.5,-1.4,0.6,0.51,28.4,2015,2014-15,demar derozan,201942,DeMar DeRozan,2009,9,1,Toronto,Southern California,Picks 6-14,Pre-Analytics,6,10100000.0,2014-15,0.0594059405940594,0.39603960396039606
Jonas Valančiūnas,23.0,TOR,C,60.0,1557.0,22.6,6.9,0.211,4.5,2.4,1.7,2.1,-0.5,1.4,0.61,20.9,2016,2015-16,jonas valanciunas,202685,Jonas Valančiūnas,2011,5,1,Toronto,BC Lietuvos rytas (Lithuania),Top 5,Post-Analytics,5,4660482.0,2015-16,0.3003981133281922,1.4805335585460904
