Player,Age,Team,Pos,G,MP,PER,WS,WS/48,OWS,DWS,BPM,OBPM,DBPM,VORP,TS%,USG%,SEASON_END_YEAR,SEASON_LABEL,name_key,PERSON_ID,PLAYER_NAME,DRAFT_YEAR,OVERALL_PICK,ROUND_NUMBER,DRAFT_TEAM,ORGANIZATION,pick_bin,era,years_pro,SALARY_USD,SALARY_SEASON_LABEL,VORP_per_1M,WS_per_1M
Marcus Smart,21.0,BOS,PG,61.0,1667.0,11.3,2.9,0.083,0.5,2.4,-1.0,-2.2,1.2,0.4,0.463,17.4,2016,2015-16,marcus smart,203935,Marcus Smart,2014,6,1,Boston,Oklahoma State,Picks 6-14,Post-Analytics,2,3431040.0,2015-16,0.11658272710315241,0.8452247714978549
Travis Best,31.0,DAL,PG,61.0,762.0,10.1,0.7,0.044,0.5,0.2,-3.0,-2.8,-0.2,-0.2,0.445,12.9,2004,2003-04,travis best,696,Travis Best,1995,23,1,Indiana,Georgia Tech,Picks 15-30,Pre-Analytics,9,,,,
Bryce Drew,27.0,CHH,PG,61.0,774.0,12.4,1.7,0.105,1.0,0.7,0.0,-0.7,0.7,0.4,0.539,13.4,2002,2001-02,bryce drew,1724,Bryce Drew,1998,16,1,Houston,Valparaiso,Picks 15-30,Pre-Analytics,4,1300000.0,2001-02,0.3076923076923077,1.3076923076923077
John Jenkins,21.0,ATL,SG,61.0,902.0,13.0,1.7,0.091,1.1,0.6,-0.8,0.4,-1.2,0.3,0.576,18.7,2013,2012-13,john jenkins,203098,John Jenkins,2012,23,1,Atlanta,Vanderbilt,Picks 15-30,Post-Analytics,1,1204560.0,2012-13,0.24905359633393104,1.4113037125589425
Scot Pollard,28.0,IND,C,61.0,678.0,8.3,1.4,0.098,0.1,1.3,-3.4,-4.4,1.0,-0.2,0.43,10.1,2004,2003-04,scot pollard,1513,Scot Pollard,1997,19,1,Detroit,Kansas,Picks 15-30,Pre-Analytics,7,5310000.0,2003-04,-0.037664783427495296,0.263653483992467
Michael Porter Jr.,22.0,DEN,SF,61.0,1912.0,20.6,6.9,0.173,4.8,2.1,3.1,4.0,-0.9,2.5,0.663,21.7,2021,2020-21,michael porter,1629008,Michael Porter Jr.,2018,14,1,Denver,Missouri,Picks 6-14,Post-Analytics,3,3550800.0,2020-21,0.7040666891968007,1.94322406218317
Mitchell Robinson,21.0,NYK,C,61.0,1412.0,23.5,6.8,0.23,4.8,2.0,2.9,1.6,1.4,1.8,0.726,13.3,2020,2019-20,mitchell robinson,1629011,Mitchell Robinson,2018,36,2,New York,,Second Round,Post-Analytics,2,1599712.0,2019-20,1.125202536456562,4.25076513772479
Ian Mahinmi,25.0,DAL,C,61.0,1139.0,13.5,3.4,0.144,1.7,1.7,-2.3,-2.8,0.4,-0.1,0.585,14.4,2012,2011-12,ian mahinmi,101133,Ian Mahinmi,2005,28,1,San Antonio,STB Le Havre (France),Picks 15-30,Pre-Analytics,7,915852.0,2011-12,-0.10918794739761446,3.712390211518892
Jimmer Fredette,22.0,SAC,PG,61.0,1135.0,10.8,0.3,0.012,0.5,-0.2,-3.4,-0.9,-2.5,-0.4,0.495,20.4,2012,2011-12,jimmer fredette,202690,Jimmer Fredette,2011,10,1,Milwaukee,Brigham Young,Picks 6-14,Post-Analytics,1,2339040.0,2011-12,-0.17101032902387306,0.1282577467679048
Aaron Gray,23.0,CHI,C,61.0,613.0,13.9,0.8,0.066,0.1,0.8,-3.5,-3.6,0.0,-0.2,0.529,22.0,2008,2007-08,aaron gray,201189,Aaron Gray,2007,49,2,Chicago,Pittsburgh,Second Round,Pre-Analytics,1,427163.0,2007-08,-0.4682053455004296,1.8728213820017183
Dennis Schröder,27.0,LAL,SG,61.0,1956.0,13.8,3.8,0.093,1.0,2.7,-1.1,-1.3,0.2,0.4,0.543,22.9,2021,2020-21,dennis schroder,203471,Dennis Schröder,2013,17,1,Atlanta,Basketball Lowen Braunschweig (Germany),Picks 15-30,Post-Analytics,8,16000000.0,2020-21,0.025,0.2375
Brendan Haywood,33.0,CHA,C,61.0,1162.0,8.7,0.1,0.006,-0.2,0.4,-6.0,-4.2,-1.8,-1.2,0.441,11.5,2013,2012-13,brendan haywood,2217,Brendan Haywood,2001,20,1,Cleveland,North Carolina,Picks 15-30,Pre-Analytics,12,2050000.0,2012-13,-0.5853658536585367,0.04878048780487806
Eric Bledsoe,30.0,MIL,PG,61.0,1646.0,17.6,5.4,0.157,2.4,3.0,1.8,0.8,1.0,1.6,0.571,23.7,2020,2019-20,eric bledsoe,202339,Eric Bledsoe,2010,18,1,Oklahoma City,Kentucky,Picks 15-30,Post-Analytics,10,15625000.0,2019-20,0.1024,0.3456
Robert Williams,24.0,BOS,C,61.0,1804.0,22.1,9.9,0.262,6.0,3.9,5.5,2.4,3.1,3.4,0.745,11.5,2022,2021-22,robert williams,1629057,Robert Williams III,2018,27,1,Boston,Texas A&M,Picks 15-30,Post-Analytics,4,3661976.0,2021-22,0.9284604814449903,2.70345846067806
DeShawn Stevenson,21.0,UTA,SG,61.0,760.0,8.2,-0.1,-0.009,-0.7,0.6,-5.6,-4.0,-1.6,-0.7,0.444,22.0,2003,2002-03,deshawn stevenson,2052,DeShawn Stevenson,2000,23,1,Utah,Washington Union,Picks 15-30,Pre-Analytics,3,956000.0,2002-03,-0.7322175732217573,-0.10460251046025106
Nenê,30.0,WAS,PF,61.0,1659.0,17.0,4.0,0.116,1.3,2.7,1.3,-0.4,1.7,1.3,0.538,23.4,2013,2012-13,nene,2403,Nene,2002,7,1,New York,CR Vasco da Gama (Brazil),Picks 6-14,Pre-Analytics,11,,,,
Marcus Smart,28.0,BOS,PG,61.0,1957.0,12.1,3.7,0.092,1.0,2.7,-1.0,-1.8,0.8,0.5,0.538,17.8,2023,2022-23,marcus smart,203935,Marcus Smart,2014,6,1,Boston,Oklahoma State,Picks 6-14,Post-Analytics,9,17207141.0,2022-23,0.029057703426734284,0.2150270053578337
Ramon Sessions,26.0,CHA,SG,61.0,1652.0,17.7,2.9,0.084,2.9,0.0,-0.4,1.6,-2.0,0.7,0.529,25.7,2013,2012-13,ramon sessions,201196,Ramon Sessions,2007,56,2,Milwaukee,Nevada-Reno,Second Round,Pre-Analytics,6,5000000.0,2012-13,0.13999999999999999,0.58
Jordan Clarkson,30.0,UTA,SG,61.0,1988.0,14.7,1.7,0.042,0.9,0.8,-1.4,1.0,-2.4,0.3,0.558,27.8,2023,2022-23,jordan clarkson,203903,Jordan Clarkson,2014,46,2,Washington,Missouri,Second Round,Post-Analytics,9,13340000.0,2022-23,0.022488755622188904,0.12743628185907047
Meyers Leonard,26.0,POR,C,61.0,878.0,15.8,3.0,0.164,2.1,0.9,1.8,1.5,0.3,0.8,0.675,14.8,2019,2018-19,meyers leonard,203086,Meyers Leonard,2012,11,1,Portland,Illinois,Picks 6-14,Post-Analytics,7,10595506.0,2018-19,0.07550370883655769,0.2831389081370913
Austin Croshere,31.0,DAL,PF,61.0,727.0,10.9,1.3,0.083,0.1,1.1,-1.6,-1.8,0.3,0.1,0.463,17.8,2007,2006-07,austin croshere,1506,Austin Croshere,1997,12,1,Indiana,Providence,Picks 6-14,Pre-Analytics,10,7300000.0,2006-07,0.013698630136986302,0.17808219178082194
Darko Miličić,23.0,MEM,C,61.0,1034.0,13.8,1.9,0.088,0.7,1.2,-2.0,-2.2,0.2,0.0,0.533,16.3,2009,2008-09,darko milicic,2545,Darko Milicic,2003,2,1,Detroit,KK Vrsac (Serbia),Top 5,Pre-Analytics,6,7020000.0,2008-09,0.0,0.2706552706552707
Daniel Ewing,23.0,LAC,PG,61.0,712.0,9.3,0.5,0.033,-0.3,0.7,-2.8,-3.4,0.6,-0.1,0.495,15.0,2007,2006-07,daniel ewing,101137,Daniel Ewing,2005,32,2,Los Angeles,Duke,Second Round,Pre-Analytics,2,664209.0,2006-07,-0.1505550210852307,0.7527751054261534
Miles Plumlee,27.0,MIL,C,61.0,870.0,17.4,2.2,0.124,1.4,0.8,-1.5,-0.2,-1.3,0.1,0.606,15.5,2016,2015-16,miles plumlee,203101,Miles Plumlee,2012,26,1,Indiana,Duke,Picks 15-30,Post-Analytics,4,2109294.0,2015-16,0.04740922792175961,1.0430030142787114
Ryan Anderson,26.0,NOP,PF,61.0,1675.0,15.6,3.5,0.1,2.6,0.9,-0.3,1.8,-2.1,0.7,0.524,23.4,2015,2014-15,ryan anderson,201583,Ryan Anderson,2008,21,1,New Jersey,California,Picks 15-30,Pre-Analytics,7,8491500.0,2014-15,0.0824353765530236,0.41217688276511805
Eric Gordon,26.0,NOP,SG,61.0,2018.0,12.7,2.9,0.069,2.2,0.7,-1.0,0.2,-1.2,0.5,0.544,19.8,2015,2014-15,eric gordon,201569,Eric Gordon,2008,7,1,Los Angeles,Indiana,Picks 6-14,Pre-Analytics,7,14898938.0,2014-15,0.03355943893450661,0.19464474582013833
Chris Paul,31.0,LAC,PG,61.0,1921.0,26.2,10.6,0.264,7.9,2.6,8.7,6.3,2.5,5.2,0.614,24.4,2017,2016-17,chris paul,101108,Chris Paul,2005,4,1,New Orleans/Oklahoma City,Wake Forest,Top 5,Pre-Analytics,12,22868827.0,2016-17,0.22738376568242877,0.4635130608141817
Linas Kleiza,21.0,DEN,PF,61.0,519.0,13.2,1.2,0.111,0.6,0.6,-3.7,-2.9,-0.8,-0.2,0.51,19.4,2006,2005-06,linas kleiza,101132,Linas Kleiza,2005,27,1,Portland,Missouri,Picks 15-30,Pre-Analytics,1,879360.0,2005-06,-0.22743813682678313,1.3646288209606985
Jrue Holiday,29.0,NOP,SG,61.0,2117.0,17.0,3.9,0.088,2.0,1.9,1.8,1.6,0.2,2.0,0.537,24.5,2020,2019-20,jrue holiday,201950,Jrue Holiday,2009,17,1,Philadelphia,California-Los Angeles,Picks 15-30,Pre-Analytics,11,26231111.0,2019-20,0.07624534088548518,0.1486784147266961
Blake Griffin,27.0,LAC,PF,61.0,2076.0,22.6,7.7,0.179,5.4,2.4,4.7,4.2,0.5,3.5,0.569,28.0,2017,2016-17,blake griffin,201933,Blake Griffin,2009,1,1,Los Angeles,Oklahoma,Top 5,Pre-Analytics,8,20140839.0,2016-17,0.17377627615215036,0.3823078075347308
Kyle Kuzma,24.0,LAL,PF,61.0,1526.0,12.2,2.0,0.063,0.1,1.9,-2.6,-1.6,-1.0,-0.2,0.531,22.9,2020,2019-20,kyle kuzma,1628398,Kyle Kuzma,2017,27,1,Brooklyn,Utah,Picks 15-30,Post-Analytics,3,1974600.0,2019-20,-0.10128633647320977,1.0128633647320977
Martell Webster,19.0,POR,SF,61.0,1070.0,11.6,0.9,0.039,0.8,0.1,-2.5,-0.3,-2.2,-0.1,0.533,18.7,2006,2005-06,martell webster,101110,Martell Webster,2005,6,1,Portland,Seattle Preparatory School,Picks 6-14,Pre-Analytics,1,2586120.0,2005-06,-0.038667965910321254,0.34801169319289127
Cole Aldrich,26.0,NYK,C,61.0,976.0,18.1,2.2,0.107,0.8,1.4,0.3,-0.8,1.1,0.6,0.513,18.3,2015,2014-15,cole aldrich,202332,Cole Aldrich,2010,11,1,New Orleans,Kansas,Picks 6-14,Post-Analytics,5,915243.0,2014-15,0.6555636044198098,2.4037332162059695
Eric Snow,28.0,PHI,PG,61.0,2225.0,14.7,5.5,0.119,2.6,2.9,0.3,-0.6,0.9,1.3,0.51,17.7,2002,2001-02,eric snow,727,Eric Snow,1995,43,2,Milwaukee,Michigan State,Second Round,Pre-Analytics,7,3750000.0,2001-02,0.3466666666666667,1.4666666666666666
Luka Dončić,20.0,DAL,PG,61.0,2047.0,27.6,8.8,0.207,6.5,2.3,8.4,7.4,1.0,5.4,0.585,36.8,2020,2019-20,luka doncic,1629029,Luka Dončić,2018,3,1,Atlanta,Real Madrid Baloncesto (Spain),Top 5,Post-Analytics,2,7683360.0,2019-20,0.7028175173361655,1.145332250473751
Gordan Giriček,29.0,UTA,SG,61.0,1188.0,11.3,1.9,0.076,1.1,0.8,-1.4,-0.8,-0.5,0.2,0.566,18.2,2007,2006-07,gordan giricek,1921,Gordan Giricek,1999,40,2,Dallas,KK Cibona (Croatia),Second Round,Pre-Analytics,8,4000000.0,2006-07,0.05,0.475
Jason Williams,31.0,MIA,PG,61.0,1865.0,15.0,4.3,0.11,2.8,1.5,0.4,1.4,-1.0,1.1,0.54,18.2,2007,2006-07,jason williams,1715,Jason Williams,1998,7,1,Sacramento,Florida,Picks 6-14,Pre-Analytics,9,8250000.0,2006-07,0.13333333333333333,0.5212121212121212
Salim Stoudamire,24.0,ATL,SG,61.0,1034.0,11.4,0.8,0.036,0.5,0.3,-3.1,-1.1,-2.0,-0.3,0.518,22.7,2007,2006-07,salim stoudamire,101136,Salim Stoudamire,2005,31,2,Atlanta,Arizona,Second Round,Pre-Analytics,2,729000.0,2006-07,-0.411522633744856,1.0973936899862826
Robert Traylor,24.0,CHH,PF,61.0,678.0,13.0,1.2,0.085,0.1,1.1,-3.0,-4.0,0.9,-0.2,0.473,19.3,2002,2001-02,robert traylor,1714,Robert Traylor,1998,6,1,Dallas,Michigan,Picks 6-14,Pre-Analytics,4,2793000.0,2001-02,-0.07160759040458288,0.42964554242749725
Shaun Livingston,20.0,LAC,PG,61.0,1525.0,10.2,1.3,0.041,-0.5,1.8,-1.9,-2.6,0.7,0.1,0.46,15.0,2006,2005-06,shaun livingston,2733,Shaun Livingston,2004,4,1,Los Angeles,Peoria,Top 5,Pre-Analytics,2,3254880.0,2005-06,0.030723098854642878,0.3994002851103574
Žarko Čabarkapa,24.0,GSW,PF,61.0,505.0,9.9,0.3,0.031,-0.2,0.5,-5.3,-4.7,-0.6,-0.4,0.472,21.7,2006,2005-06,zarko cabarkapa,2560,Zarko Cabarkapa,2003,17,1,Phoenix,KK Buducnost Podgorica (Montenegro),Picks 15-30,Pre-Analytics,3,1404360.0,2005-06,-0.28482725227149736,0.21362043920362297
Dion Waiters,21.0,CLE,SG,61.0,1756.0,13.7,0.9,0.026,0.3,0.6,-2.1,-0.4,-1.8,-0.1,0.492,26.1,2013,2012-13,dion waiters,203079,Dion Waiters,2012,4,1,Cleveland,Syracuse,Top 5,Post-Analytics,1,3726600.0,2012-13,-0.02683411152256749,0.2415070037031074
Lou Williams,20.0,PHI,PG,61.0,688.0,14.6,1.1,0.078,0.6,0.5,-0.4,0.3,-0.7,0.3,0.521,20.0,2007,2006-07,lou williams,101150,Lou Williams,2005,45,2,Philadelphia,South Gwinnett,Second Round,Pre-Analytics,2,664209.0,2006-07,0.45166506325569206,1.6561052319375378
Andrew DeClercq,28.0,ORL,C,61.0,633.0,10.1,1.0,0.073,0.2,0.8,-4.8,-4.8,0.0,-0.5,0.474,14.5,2002,2001-02,andrew declercq,692,Andrew DeClercq,1995,34,2,Golden State,Florida,Second Round,Pre-Analytics,7,2900000.0,2001-02,-0.1724137931034483,0.3448275862068966
Jason Maxiell,31.0,CHO,PF,61.0,878.0,10.4,1.4,0.074,0.1,1.2,-3.2,-3.8,0.6,-0.3,0.455,13.1,2015,2014-15,jason maxiell,101131,Jason Maxiell,2005,26,1,Detroit,Cincinnati,Picks 15-30,Pre-Analytics,10,915243.0,2014-15,-0.3277818022099049,1.5296484103128893
Yi Jianlian,21.0,NJN,PF,61.0,1421.0,10.9,0.7,0.024,-0.5,1.3,-3.8,-2.7,-1.1,-0.7,0.474,20.5,2009,2008-09,yi jianlian,201146,Yi Jianlian,2007,6,1,Milwaukee,Guangdong Southern Tigers (China),Picks 6-14,Pre-Analytics,2,2986080.0,2008-09,-0.2344210469913733,0.2344210469913733
Ryan Hollins,29.0,LAC,PF,61.0,482.0,11.9,1.3,0.126,0.7,0.6,-1.9,-3.4,1.5,0.0,0.73,11.5,2014,2013-14,ryan hollins,200797,Ryan Hollins,2006,50,2,Charlotte,California-Los Angeles,Second Round,Pre-Analytics,8,884293.0,2013-14,0.0,1.470100973319929
Toney Douglas,29.0,NOP,PG,61.0,1262.0,14.7,2.5,0.094,1.6,0.9,0.0,-0.4,0.4,0.6,0.543,19.4,2016,2015-16,toney douglas,201962,Toney Douglas,2009,29,1,Los Angeles,Florida State,Picks 15-30,Pre-Analytics,7,1164858.0,2015-16,0.5150842420277837,2.146184341782432
Kevin Martin,24.0,SAC,SG,61.0,2216.0,21.0,8.4,0.183,7.4,1.1,2.4,3.8,-1.4,2.4,0.618,26.2,2008,2007-08,kevin martin,2755,Kevin Martin,2004,26,1,Sacramento,Western Carolina,Picks 15-30,Pre-Analytics,4,1808121.0,2007-08,1.327344796061768,4.645706786216188
Josh Boone,22.0,NJN,PF,61.0,669.0,14.6,1.7,0.122,0.9,0.8,-2.9,-1.9,-1.0,-0.2,0.587,17.4,2007,2006-07,josh boone,200767,Josh Boone,2006,23,1,New Jersey,Connecticut,Picks 15-30,Pre-Analytics,1,1053960.0,2006-07,-0.18976052222095716,1.6129644388781357
Matt Bonner,33.0,SAS,PF,61.0,690.0,11.2,1.8,0.123,0.8,1.0,1.0,0.0,1.1,0.5,0.582,12.1,2014,2013-14,matt bonner,2588,Matt Bonner,2003,45,2,Chicago,Florida,Second Round,Pre-Analytics,11,3945000.0,2013-14,0.1267427122940431,0.45627376425855515
Meyers Leonard,23.0,POR,PF,61.0,1333.0,11.3,2.2,0.078,1.2,1.0,-1.7,-1.1,-0.6,0.1,0.561,17.4,2016,2015-16,meyers leonard,203086,Meyers Leonard,2012,11,1,Portland,Illinois,Picks 6-14,Post-Analytics,4,3075880.0,2015-16,0.03251102123619907,0.7152424671963796
Ian Mahinmi,28.0,IND,C,61.0,1146.0,10.8,2.1,0.09,0.1,2.0,-2.5,-3.6,1.2,-0.1,0.516,12.5,2015,2014-15,ian mahinmi,101133,Ian Mahinmi,2005,28,1,San Antonio,STB Le Havre (France),Picks 15-30,Pre-Analytics,10,4000000.0,2014-15,-0.025,0.525
Lauri Markkanen,24.0,CLE,SF,61.0,1878.0,14.7,5.0,0.127,2.7,2.3,0.4,0.4,-0.1,1.1,0.582,19.5,2022,2021-22,lauri markkanen,1628374,Lauri Markkanen,2017,7,1,Minnesota,Arizona,Picks 6-14,Post-Analytics,5,15690909.0,2021-22,0.070104287775807,0.31865585352639547
Arron Afflalo,31.0,SAC,SG,61.0,1580.0,8.9,1.4,0.043,1.2,0.2,-3.6,-2.1,-1.5,-0.7,0.559,14.4,2017,2016-17,arron afflalo,201167,Arron Afflalo,2007,27,1,Detroit,California-Los Angeles,Picks 15-30,Pre-Analytics,10,12500000.0,2016-17,-0.055999999999999994,0.11199999999999999
Mario Chalmers,29.0,2TM,PG,61.0,1373.0,17.3,3.8,0.132,2.3,1.5,1.3,0.0,1.3,1.2,0.561,21.9,2016,2015-16,mario chalmers,201596,Mario Chalmers,2008,34,2,Minnesota,Kansas,Second Round,Pre-Analytics,8,4300000.0,2015-16,0.27906976744186046,0.8837209302325582
Greg Oden,21.0,POR,C,61.0,1314.0,18.1,4.6,0.167,2.6,2.0,-1.1,-1.4,0.3,0.3,0.599,19.3,2009,2008-09,greg oden,201141,Greg Oden,2007,1,1,Portland,Ohio State,Top 5,Pre-Analytics,2,5011680.0,2008-09,0.05986016665070395,0.9178558886441273
Nerlens Noel,25.0,OKC,C,61.0,1127.0,20.4,4.9,0.209,2.6,2.3,3.1,-0.3,3.4,1.5,0.711,14.9,2020,2019-20,nerlens noel,203457,Nerlens Noel,2013,6,1,New Orleans,Kentucky,Picks 6-14,Post-Analytics,7,1620564.0,2019-20,0.9256036787192607,3.023638683816252
Abdel Nader,25.0,OKC,SF,61.0,694.0,8.8,0.9,0.062,0.0,0.9,-3.2,-3.6,0.3,-0.2,0.522,15.1,2019,2018-19,abdel nader,1627846,Abdel Nader,2016,58,2,Boston,Iowa State,Second Round,Post-Analytics,3,1378242.0,2018-19,-0.14511239680694682,0.6530057856312608
Lance Stephenson,24.0,CHO,SG,61.0,1573.0,8.8,-0.9,-0.026,-2.7,1.8,-4.5,-4.3,-0.1,-1.0,0.419,21.1,2015,2014-15,lance stephenson,202362,Lance Stephenson,2010,40,2,Indiana,Cincinnati,Second Round,Post-Analytics,5,9000000.0,2014-15,-0.1111111111111111,-0.1
Stanley Johnson,24.0,TOR,PF,61.0,1006.0,8.8,1.0,0.048,-0.1,1.1,-2.5,-3.8,1.2,-0.1,0.519,13.4,2021,2020-21,stanley johnson,1626169,Stanley Johnson,2015,8,1,Detroit,Arizona,Picks 6-14,Post-Analytics,6,3804150.0,2020-21,-0.026287081213937413,0.26287081213937413
Sasha Vujačić,31.0,NYK,SG,61.0,908.0,11.1,1.1,0.06,0.3,0.8,-1.2,-1.5,0.3,0.2,0.503,16.8,2016,2015-16,sasha vujacic,2756,Sasha Vujacic,2004,27,1,Los Angeles,Pallalcesto Amatori Udine (Italy),Picks 15-30,Pre-Analytics,12,947276.0,2015-16,0.21113170818219823,1.1612243950020902
Austin Rivers,20.0,NOH,SG,61.0,1418.0,5.9,-1.1,-0.038,-1.2,0.1,-6.2,-4.7,-1.6,-1.5,0.431,16.8,2013,2012-13,austin rivers,203085,Austin Rivers,2012,10,1,New Orleans,Duke,Picks 6-14,Post-Analytics,1,2238360.0,2012-13,-0.6701334905913258,-0.3173253838187833
Salim Stoudamire,23.0,ATL,SG,61.0,1236.0,12.5,1.2,0.046,1.1,0.0,-2.5,-0.3,-2.3,-0.2,0.545,22.9,2006,2005-06,salim stoudamire,101136,Salim Stoudamire,2005,31,2,Atlanta,Arizona,Second Round,Pre-Analytics,1,675000.0,2005-06,-0.2962962962962963,1.7777777777777777
Ryan Gomes,23.0,BOS,PF,61.0,1376.0,14.0,3.1,0.108,1.9,1.2,-1.2,0.0,-1.2,0.3,0.548,15.9,2006,2005-06,ryan gomes,101155,Ryan Gomes,2005,50,2,Boston,Providence,Second Round,Pre-Analytics,1,428762.0,2005-06,0.6996888716817256,7.230118340711164
Al-Farouq Aminu,26.0,POR,PF,61.0,1773.0,11.3,1.9,0.051,-0.1,2.0,-1.1,-1.4,0.4,0.4,0.506,15.4,2017,2016-17,al-farouq aminu,202329,Al-Farouq Aminu,2010,8,1,Los Angeles,Wake Forest,Picks 6-14,Post-Analytics,7,7680965.0,2016-17,0.05207678983044449,0.24736475169461128
Kenneth Faried,27.0,DEN,PF,61.0,1296.0,20.3,4.5,0.168,3.3,1.2,0.3,1.5,-1.2,0.7,0.588,18.3,2017,2016-17,kenneth faried,202702,Kenneth Faried,2011,22,1,Denver,Morehead State,Picks 15-30,Post-Analytics,6,12078652.0,2016-17,0.05795348686260685,0.3725581298310441
John Collins,21.0,ATL,PF,61.0,1829.0,21.8,6.0,0.158,5.0,1.0,0.9,2.8,-1.9,1.3,0.627,23.7,2019,2018-19,john collins,1628381,John Collins,2017,19,1,Atlanta,Wake Forest,Picks 15-30,Post-Analytics,2,2299080.0,2018-19,0.5654435687318405,2.6097395479931103
Hassan Adams,22.0,NJN,SG,61.0,495.0,13.0,1.0,0.095,0.5,0.5,-1.5,-1.3,-0.2,0.1,0.577,16.3,2007,2006-07,hassan adams,200801,Hassan Adams,2006,54,2,New Jersey,Arizona,Second Round,Pre-Analytics,1,412718.0,2006-07,0.24229619255763019,2.4229619255763017
Lonnie Walker IV,21.0,SAS,SG,61.0,988.0,10.5,0.3,0.016,-0.2,0.6,-3.5,-2.5,-1.0,-0.4,0.507,18.7,2020,2019-20,lonnie walker,1629022,Lonnie Walker IV,2018,18,1,San Antonio,Miami (FL),Picks 15-30,Post-Analytics,2,2689920.0,2019-20,-0.14870330716155128,0.11152748037116346
Mason Plumlee,29.0,DEN,C,61.0,1057.0,18.8,3.4,0.153,2.0,1.4,2.0,0.3,1.7,1.1,0.613,18.0,2020,2019-20,mason plumlee,203486,Mason Plumlee,2013,22,1,Brooklyn,Duke,Picks 15-30,Post-Analytics,7,14041096.0,2019-20,0.07834146280318859,0.242146339573492
Marcin Gortat,28.0,PHO,C,61.0,1876.0,15.4,3.4,0.086,1.3,2.1,-0.5,-0.8,0.3,0.7,0.543,17.2,2013,2012-13,marcin gortat,101162,Marcin Gortat,2005,57,2,Phoenix,Koln 99ers (Germany),Second Round,Pre-Analytics,8,7727280.0,2012-13,0.0905881500346823,0.4399995858827427
Gary Harris,27.0,ORL,SG,61.0,1730.0,10.9,2.2,0.06,1.1,1.0,-2.4,-2.0,-0.4,-0.2,0.571,16.4,2022,2021-22,gary harris,203914,Gary Harris,2014,19,1,Chicago,Michigan State,Picks 15-30,Post-Analytics,8,20482143.0,2021-22,-0.009764603244885069,0.10741063569373577
Kirk Hinrich,32.0,CHI,PG,60.0,1764.0,10.8,3.1,0.085,1.0,2.1,-0.9,-2.0,1.2,0.5,0.493,14.7,2013,2012-13,kirk hinrich,2550,Kirk Hinrich,2003,7,1,Chicago,Kansas,Picks 6-14,Pre-Analytics,10,4059000.0,2012-13,0.1231830500123183,0.7637349100763735
Kyrie Irving,25.0,BOS,PG,60.0,1931.0,25.0,8.9,0.222,6.3,2.7,7.3,6.4,0.9,4.5,0.61,31.0,2018,2017-18,kyrie irving,202681,Kyrie Irving,2011,1,1,Cleveland,Duke,Top 5,Post-Analytics,7,18868626.0,2017-18,0.23849113337664335,0.4716824637893613
Charles Smith,26.0,SAS,SG,60.0,1141.0,13.2,2.0,0.085,0.1,1.9,0.9,-1.0,1.9,0.8,0.483,21.0,2002,2001-02,charles smith,1520,Charles Smith,1997,26,1,Miami,New Mexico,Picks 15-30,Pre-Analytics,5,541000.0,2001-02,1.478743068391867,3.696857670979667
Kyle Lowry,30.0,TOR,PG,60.0,2244.0,22.9,10.1,0.216,7.8,2.3,6.1,5.8,0.4,4.6,0.623,24.9,2017,2016-17,kyle lowry,200768,Kyle Lowry,2006,24,1,Memphis,Villanova,Picks 15-30,Pre-Analytics,11,12000000.0,2016-17,0.3833333333333333,0.8416666666666667
Gorgui Dieng,24.0,MIN,C,60.0,818.0,16.5,2.2,0.129,0.7,1.5,-1.1,-2.0,0.9,0.2,0.534,16.8,2014,2013-14,gorgui dieng,203476,Gorgui Dieng,2013,21,1,Utah,Louisville,Picks 15-30,Post-Analytics,1,1352640.0,2013-14,0.1478590016560208,1.626449018216229
Kawhi Leonard,27.0,TOR,SF,60.0,2040.0,25.8,9.5,0.224,6.1,3.4,7.2,6.1,1.1,4.7,0.606,30.3,2019,2018-19,kawhi leonard,202695,Kawhi Leonard,2011,15,1,Indiana,San Diego State,Picks 15-30,Post-Analytics,8,23114067.0,2018-19,0.20333937770449487,0.41100512514738324
Maurice Harkless,25.0,POR,SF,60.0,1415.0,13.2,3.4,0.114,1.5,1.9,0.7,-1.0,1.7,1.0,0.547,13.9,2019,2018-19,maurice harkless,203090,Maurice Harkless,2012,15,1,Philadelphia,St. John's (NY),Picks 15-30,Post-Analytics,7,10837079.0,2018-19,0.092275787599223,0.31373767783735823
Ronnie Brewer,27.0,2TM,SF,60.0,853.0,10.0,1.1,0.06,0.1,1.0,-0.7,-1.7,0.9,0.3,0.416,12.7,2013,2012-13,ronnie brewer,200758,Ronnie Brewer,2006,14,1,Utah,Arkansas,Picks 6-14,Pre-Analytics,7,854389.0,2012-13,0.35112811611572714,1.2874697590909998
Will Barton,26.0,DEN,SG,60.0,1705.0,15.5,3.3,0.093,2.5,0.8,0.2,1.2,-1.0,1.0,0.547,21.1,2017,2016-17,will barton,203115,Will Barton,2012,40,2,Portland,Memphis,Second Round,Post-Analytics,5,3533333.0,2016-17,0.28301889462442403,0.9339623522605993
Lou Williams,27.0,ATL,PG,60.0,1445.0,14.2,2.6,0.087,1.6,1.0,-0.8,0.2,-1.0,0.5,0.547,20.9,2014,2013-14,lou williams,101150,Lou Williams,2005,45,2,Philadelphia,South Gwinnett,Second Round,Pre-Analytics,9,5225000.0,2013-14,0.09569377990430622,0.4976076555023924
