Player,Age,Team,Pos,G,MP,PER,WS,WS/48,OWS,DWS,BPM,OBPM,DBPM,VORP,TS%,USG%,SEASON_END_YEAR,SEASON_LABEL
Darren Collison,31.0,IND,PG,76.0,2143.0,16.7,6.8,0.153,3.9,2.9,1.8,0.8,1.0,2.1,0.574,17.7,2019,2018-19
Patrick Beverley,30.0,LAC,PG,78.0,2137.0,11.8,4.8,0.108,2.8,2.0,0.9,-0.3,1.2,1.5,0.561,12.2,2019,2018-19
Marvin Williams,32.0,CHO,PF,75.0,2133.0,12.6,3.8,0.086,1.9,1.9,-0.3,-0.4,0.2,0.9,0.548,14.9,2019,2018-19
Myles Turner,22.0,IND,C,74.0,2119.0,18.0,6.3,0.144,1.9,4.4,2.5,0.0,2.4,2.4,0.567,20.0,2019,2018-19
Jeff Green,32.0,WAS,PF,77.0,2097.0,13.6,3.6,0.083,2.8,0.8,-1.4,0.0,-1.4,0.3,0.608,17.8,2019,2018-19
Jarrett Allen,20.0,BRK,C,80.0,2096.0,18.5,7.6,0.175,4.4,3.3,1.6,0.2,1.4,1.9,0.632,15.9,2019,2018-19
Marcus Morris,29.0,BOS,PF,75.0,2091.0,14.2,4.5,0.104,2.1,2.5,-0.9,-0.2,-0.7,0.6,0.568,20.9,2019,2018-19
Wesley Matthews,32.0,3TM,SF,69.0,2091.0,10.3,2.7,0.062,1.1,1.5,-1.8,-1.4,-0.5,0.1,0.546,17.8,2019,2018-19
Wesley Matthews,32.0,DAL,SF,44.0,1312.0,11.3,1.8,0.066,1.0,0.8,-1.3,-0.8,-0.5,0.2,0.556,18.9,2019,2018-19
Wesley Matthews,32.0,NYK,SG,2.0,54.0,2.9,-0.1,-0.115,-0.1,0.0,-6.6,-5.3,-1.3,-0.1,0.33,18.4,2019,2018-19
Wesley Matthews,32.0,IND,SG,23.0,725.0,9.2,1.0,0.067,0.3,0.7,-2.4,-2.0,-0.4,-0.1,0.543,15.8,2019,2018-19
Draymond Green,28.0,GSW,PF,66.0,2065.0,12.9,4.3,0.1,1.1,3.2,1.4,-1.3,2.7,1.8,0.526,13.1,2019,2018-19
Cory Joseph,27.0,IND,PG,82.0,2063.0,11.0,3.5,0.081,0.5,2.9,-0.4,-2.1,1.7,0.9,0.474,13.7,2019,2018-19
Danilo Gallinari,30.0,LAC,SF,68.0,2059.0,21.0,8.2,0.191,6.4,1.8,4.3,4.9,-0.5,3.3,0.633,23.8,2019,2018-19
Tim Hardaway Jr.,26.0,2TM,SG,65.0,2057.0,13.6,1.8,0.043,1.0,0.9,-2.0,-0.1,-2.0,0.0,0.527,25.4,2019,2018-19
Tim Hardaway Jr.,26.0,NYK,SG,46.0,1499.0,14.4,1.5,0.048,1.0,0.5,-1.6,0.4,-1.9,0.2,0.531,25.9,2019,2018-19
Tim Hardaway Jr.,26.0,DAL,SG,19.0,558.0,11.6,0.4,0.03,0.0,0.4,-3.2,-1.2,-2.0,-0.2,0.514,23.9,2019,2018-19
Kevin Huerter,20.0,ATL,SG,75.0,2048.0,10.1,1.5,0.034,0.7,0.7,-2.4,-1.6,-0.8,-0.2,0.533,15.7,2019,2018-19
DeAndre Jordan,30.0,2TM,C,69.0,2047.0,19.0,7.1,0.167,4.0,3.1,2.1,0.8,1.3,2.1,0.674,15.0,2019,2018-19
DeAndre Jordan,30.0,DAL,C,50.0,1554.0,18.0,5.3,0.162,2.7,2.5,1.7,0.4,1.3,1.4,0.672,14.4,2019,2018-19
DeAndre Jordan,30.0,NYK,C,19.0,493.0,22.1,1.9,0.181,1.3,0.6,3.4,2.2,1.3,0.7,0.681,16.8,2019,2018-19
Kawhi Leonard,27.0,TOR,SF,60.0,2040.0,25.8,9.5,0.224,6.1,3.4,7.2,6.1,1.1,4.7,0.606,30.3,2019,2018-19
Garrett Temple,32.0,2TM,SG,75.0,2040.0,8.5,2.2,0.052,0.3,2.0,-2.8,-3.3,0.5,-0.4,0.543,13.2,2019,2018-19
Garrett Temple,32.0,MEM,SG,49.0,1530.0,8.6,1.6,0.05,0.1,1.5,-2.7,-3.1,0.4,-0.3,0.551,13.9,2019,2018-19
Garrett Temple,32.0,LAC,SG,26.0,510.0,8.0,0.6,0.061,0.2,0.5,-3.1,-4.1,1.0,-0.1,0.514,11.2,2019,2018-19
Kentavious Caldwell-Pope,25.0,LAL,SG,82.0,2035.0,12.9,4.0,0.095,2.3,1.8,-0.5,-0.3,-0.1,0.8,0.568,18.1,2019,2018-19
Austin Rivers,26.0,2TM,SG,76.0,2028.0,7.7,1.2,0.028,0.4,0.8,-4.3,-3.3,-1.0,-1.1,0.503,14.5,2019,2018-19
Austin Rivers,26.0,WAS,SG,29.0,683.0,6.8,-0.2,-0.014,-0.4,0.2,-5.3,-4.1,-1.2,-0.6,0.49,15.5,2019,2018-19
Austin Rivers,26.0,HOU,SG,47.0,1345.0,8.2,1.4,0.05,0.8,0.6,-3.8,-2.9,-0.9,-0.6,0.511,13.9,2019,2018-19
Dario Šarić,24.0,2TM,PF,81.0,2023.0,13.1,3.5,0.084,2.3,1.2,-1.6,-0.3,-1.3,0.2,0.563,17.8,2019,2018-19
Dario Šarić,24.0,PHI,PF,13.0,396.0,8.1,0.2,0.023,-0.1,0.3,-4.7,-3.2,-1.5,-0.3,0.496,18.0,2019,2018-19
Dario Šarić,24.0,MIN,PF,68.0,1627.0,14.3,3.3,0.099,2.4,0.9,-0.8,0.4,-1.3,0.5,0.579,17.8,2019,2018-19
Serge Ibaka,29.0,TOR,C,74.0,2010.0,18.7,6.1,0.146,2.8,3.3,0.2,0.2,0.1,1.2,0.582,22.9,2019,2018-19
Damyean Dotson,24.0,NYK,SG,73.0,2004.0,10.8,1.5,0.037,0.7,0.9,-2.6,-1.7,-0.8,-0.3,0.526,17.3,2019,2018-19
Jonathan Isaac,21.0,ORL,PF,75.0,1996.0,13.0,4.0,0.096,0.9,3.1,-0.4,-1.4,1.0,0.8,0.537,16.3,2019,2018-19
Lou Williams,32.0,LAC,SG,75.0,1993.0,21.2,5.1,0.123,3.9,1.2,2.2,4.3,-2.1,2.1,0.554,32.4,2019,2018-19
Josh Jackson,21.0,PHO,SG,79.0,1988.0,10.6,-1.7,-0.04,-2.8,1.1,-4.6,-3.3,-1.2,-1.3,0.487,23.9,2019,2018-19
Dorian Finney-Smith,25.0,DAL,SF,81.0,1985.0,11.0,3.3,0.079,1.2,2.0,-1.4,-1.8,0.4,0.3,0.53,14.0,2019,2018-19
Jusuf Nurkić,24.0,POR,C,72.0,1974.0,23.4,7.8,0.189,4.4,3.3,3.7,2.1,1.7,2.8,0.57,24.7,2019,2018-19
Al Horford,32.0,BOS,C,68.0,1973.0,20.2,7.5,0.181,4.5,2.9,5.1,3.3,1.9,3.6,0.605,18.9,2019,2018-19
Monte Morris,23.0,DEN,PG,82.0,1970.0,16.2,6.2,0.151,4.4,1.8,1.5,1.1,0.3,1.7,0.577,17.1,2019,2018-19
Ryan Arcidiacono,24.0,CHI,PG,81.0,1961.0,11.6,3.7,0.09,2.8,0.9,-1.9,-2.0,0.1,0.1,0.588,11.7,2019,2018-19
Justise Winslow,22.0,MIA,SF,66.0,1959.0,12.8,2.8,0.067,0.2,2.6,-0.6,-1.3,0.6,0.7,0.513,20.8,2019,2018-19
Bogdan Bogdanović,26.0,SAC,SG,70.0,1947.0,14.1,2.7,0.067,1.3,1.4,-0.6,-0.1,-0.6,0.7,0.53,22.3,2019,2018-19
LeBron James,34.0,LAL,SF,55.0,1937.0,25.6,7.2,0.179,4.7,2.6,8.0,6.4,1.7,4.9,0.588,31.6,2019,2018-19
Kelly Oubre Jr.,23.0,2TM,SF,69.0,1935.0,15.2,2.2,0.054,0.9,1.3,-1.2,-0.3,-0.9,0.4,0.551,23.2,2019,2018-19
Kelly Oubre Jr.,23.0,WAS,SF,29.0,755.0,13.3,0.8,0.053,0.3,0.5,-2.6,-1.4,-1.2,-0.1,0.545,20.9,2019,2018-19
Kelly Oubre Jr.,23.0,PHO,SF,40.0,1180.0,16.4,1.3,0.054,0.5,0.8,-0.4,0.4,-0.8,0.5,0.555,24.7,2019,2018-19
DeAndre' Bembry,24.0,ATL,SG,82.0,1931.0,10.8,0.9,0.022,-0.9,1.7,-2.4,-3.3,0.8,-0.2,0.508,17.2,2019,2018-19
Terrance Ferguson,20.0,OKC,SG,74.0,1931.0,6.4,2.8,0.07,1.2,1.6,-3.8,-3.9,0.1,-0.9,0.566,10.6,2019,2018-19
Spencer Dinwiddie,25.0,BRK,PG,68.0,1914.0,16.3,4.8,0.121,3.5,1.4,0.6,1.4,-0.8,1.3,0.58,24.9,2019,2018-19
Bam Adebayo,21.0,MIA,C,82.0,1913.0,17.9,6.8,0.171,3.4,3.4,1.8,-0.4,2.2,1.8,0.623,15.8,2019,2018-19
Jaylen Brown,22.0,BOS,SG,74.0,1913.0,13.5,3.0,0.076,0.7,2.4,-2.1,-1.6,-0.4,0.0,0.547,22.1,2019,2018-19
Patty Mills,30.0,SAS,PG,82.0,1908.0,13.2,3.5,0.087,2.2,1.2,-0.3,0.4,-0.8,0.8,0.572,18.5,2019,2018-19
Avery Bradley,28.0,2TM,SG,63.0,1905.0,7.6,0.3,0.009,-0.6,1.0,-3.7,-2.8,-0.9,-0.8,0.496,16.2,2019,2018-19
Avery Bradley,28.0,LAC,SG,49.0,1463.0,5.5,-0.3,-0.011,-1.0,0.6,-4.6,-3.7,-0.9,-1.0,0.464,14.2,2019,2018-19
Avery Bradley,28.0,MEM,SG,14.0,442.0,14.5,0.7,0.074,0.3,0.4,-0.9,0.1,-1.0,0.1,0.565,22.9,2019,2018-19
Ricky Rubio,28.0,UTA,PG,68.0,1899.0,14.0,3.7,0.095,0.9,2.8,-0.2,-1.0,0.8,0.9,0.52,22.7,2019,2018-19
Paul Millsap,33.0,DEN,PF,70.0,1895.0,17.9,6.1,0.155,3.2,2.9,1.7,0.7,1.0,1.8,0.57,19.6,2019,2018-19
Rodney Hood,26.0,2TM,SG,72.0,1893.0,12.3,2.6,0.065,2.1,0.5,-2.0,-1.2,-0.8,0.0,0.545,18.1,2019,2018-19
Rodney Hood,26.0,CLE,SG,45.0,1234.0,13.0,1.5,0.059,1.5,0.0,-2.1,-1.0,-1.1,0.0,0.542,19.1,2019,2018-19
Rodney Hood,26.0,POR,SG,27.0,659.0,10.9,1.1,0.077,0.6,0.5,-2.0,-1.7,-0.3,0.0,0.549,16.3,2019,2018-19
Dwyane Wade,37.0,MIA,SG,72.0,1885.0,15.8,2.4,0.061,0.1,2.3,0.6,0.8,-0.2,1.2,0.51,27.9,2019,2018-19
Malik Beasley,22.0,DEN,SG,81.0,1879.0,14.2,4.5,0.115,2.9,1.6,0.1,0.8,-0.7,1.0,0.599,18.7,2019,2018-19
Reggie Bullock,27.0,2TM,SG,63.0,1879.0,10.5,3.1,0.078,1.6,1.4,-1.1,-0.7,-0.4,0.4,0.563,15.8,2019,2018-19
Reggie Bullock,27.0,DET,SG,44.0,1355.0,11.0,2.4,0.084,1.4,1.0,-0.6,-0.1,-0.5,0.5,0.569,16.7,2019,2018-19
Reggie Bullock,27.0,LAL,SG,19.0,524.0,9.1,0.7,0.061,0.2,0.4,-2.2,-2.1,-0.1,0.0,0.545,13.7,2019,2018-19
Gordon Hayward,28.0,BOS,PF,72.0,1863.0,15.6,4.9,0.126,2.6,2.3,0.8,0.4,0.4,1.3,0.575,19.0,2019,2018-19
Chris Paul,33.0,HOU,PG,58.0,1857.0,19.7,6.6,0.172,4.4,2.2,3.9,2.7,1.1,2.8,0.56,22.5,2019,2018-19
Anthony Davis,25.0,NOP,C,56.0,1850.0,30.3,9.5,0.247,6.4,3.1,9.4,7.1,2.3,5.3,0.597,29.5,2019,2018-19
Rudy Gay,32.0,SAS,PF,69.0,1842.0,17.5,4.4,0.115,2.2,2.2,1.4,0.8,0.6,1.6,0.583,22.1,2019,2018-19
Domantas Sabonis,22.0,IND,C,74.0,1838.0,21.9,7.6,0.197,4.3,3.3,3.1,1.9,1.3,2.4,0.63,23.5,2019,2018-19
Malcolm Brogdon,26.0,MIL,SG,64.0,1832.0,17.8,6.5,0.171,4.2,2.3,2.2,2.0,0.1,1.9,0.614,20.7,2019,2018-19
John Collins,21.0,ATL,PF,61.0,1829.0,21.8,6.0,0.158,5.0,1.0,0.9,2.8,-1.9,1.3,0.627,23.7,2019,2018-19
Marco Belinelli,32.0,SAS,SG,79.0,1815.0,11.9,2.5,0.065,1.4,1.1,-1.7,-0.5,-1.2,0.1,0.557,19.8,2019,2018-19
Kelly Olynyk,27.0,MIA,PF,79.0,1812.0,14.4,4.7,0.126,2.3,2.5,0.7,-0.2,0.9,1.2,0.61,18.0,2019,2018-19
Landry Shamet,21.0,2TM,SG,79.0,1802.0,11.0,3.6,0.095,2.7,0.9,-1.6,-0.3,-1.3,0.2,0.604,15.0,2019,2018-19
Landry Shamet,21.0,PHI,SG,54.0,1108.0,10.7,2.2,0.096,1.6,0.6,-1.9,-0.7,-1.1,0.0,0.606,15.0,2019,2018-19
Landry Shamet,21.0,LAC,SG,25.0,694.0,11.3,1.4,0.094,1.1,0.3,-1.2,0.4,-1.6,0.1,0.601,15.0,2019,2018-19
Larry Nance Jr.,26.0,CLE,C,67.0,1795.0,18.6,4.9,0.131,3.3,1.6,2.4,1.0,1.4,2.0,0.583,15.5,2019,2018-19
Terry Rozier,24.0,BOS,PG,79.0,1791.0,12.9,3.2,0.086,0.9,2.3,-0.2,-0.7,0.5,0.8,0.501,18.6,2019,2018-19
Nemanja Bjelica,30.0,SAC,PF,77.0,1788.0,15.4,4.5,0.122,2.7,1.9,0.9,0.4,0.5,1.3,0.585,16.5,2019,2018-19
Derrick Favors,27.0,UTA,C,76.0,1766.0,21.8,7.9,0.215,4.4,3.5,3.3,1.8,1.5,2.4,0.624,19.4,2019,2018-19
Fred VanVleet,24.0,TOR,PG,64.0,1760.0,13.7,4.3,0.117,2.4,1.9,0.5,0.4,0.1,1.1,0.539,17.9,2019,2018-19
Brandon Ingram,21.0,LAL,SF,52.0,1760.0,13.4,2.0,0.055,0.6,1.4,-2.0,-1.3,-0.7,0.0,0.555,23.2,2019,2018-19
Josh Okogie,20.0,MIN,SG,74.0,1757.0,9.4,1.2,0.034,-0.1,1.4,-3.1,-3.5,0.4,-0.5,0.492,15.4,2019,2018-19
Darius Miller,28.0,NOP,SF,69.0,1757.0,8.4,1.6,0.045,1.1,0.6,-2.9,-2.1,-0.8,-0.4,0.55,13.4,2019,2018-19
Langston Galloway,27.0,DET,SG,80.0,1745.0,10.7,3.4,0.094,2.1,1.3,-1.5,-0.9,-0.6,0.2,0.534,16.1,2019,2018-19
Mason Plumlee,28.0,DEN,C,82.0,1731.0,17.8,5.8,0.16,2.9,2.9,2.1,-0.5,2.6,1.8,0.602,16.2,2019,2018-19
Derrick White,24.0,SAS,PG,67.0,1728.0,14.8,3.6,0.101,1.7,1.9,0.9,-0.4,1.3,1.3,0.555,17.7,2019,2018-19
Jabari Parker,23.0,2TM,PF,64.0,1724.0,15.5,1.4,0.039,0.1,1.3,-1.5,-0.7,-0.9,0.2,0.56,24.6,2019,2018-19
Jabari Parker,23.0,CHI,PF,39.0,1042.0,14.6,0.5,0.024,-0.2,0.7,-2.1,-1.1,-1.1,0.0,0.543,25.0,2019,2018-19
Jabari Parker,23.0,WAS,PF,25.0,682.0,17.0,0.9,0.063,0.3,0.6,-0.6,0.0,-0.6,0.2,0.587,24.0,2019,2018-19
Noah Vonleh,23.0,NYK,PF,68.0,1722.0,13.9,3.2,0.09,1.5,1.7,-0.7,-1.2,0.5,0.6,0.561,14.8,2019,2018-19
Josh Hart,23.0,LAL,SG,67.0,1715.0,9.3,2.1,0.059,0.2,1.9,-1.3,-2.3,1.0,0.3,0.526,13.5,2019,2018-19
DeMarre Carroll,32.0,BRK,PF,67.0,1703.0,12.1,3.1,0.088,1.5,1.6,-1.5,-0.9,-0.6,0.2,0.546,18.6,2019,2018-19
Delon Wright,26.0,2TM,PG,75.0,1699.0,15.5,4.3,0.121,1.9,2.4,1.5,0.1,1.4,1.5,0.523,18.1,2019,2018-19
Delon Wright,26.0,TOR,PG,49.0,897.0,14.5,2.3,0.123,1.0,1.3,1.7,0.1,1.6,0.8,0.527,17.1,2019,2018-19
Delon Wright,26.0,MEM,PG,26.0,802.0,16.6,2.0,0.119,0.9,1.1,1.2,0.0,1.2,0.6,0.519,19.2,2019,2018-19
Miles Bridges,20.0,CHO,SF,80.0,1696.0,13.1,2.9,0.083,1.4,1.5,-0.8,-0.9,0.1,0.5,0.548,15.1,2019,2018-19
Taj Gibson,33.0,MIN,PF,70.0,1686.0,17.8,5.1,0.144,3.7,1.4,-0.1,0.3,-0.4,0.8,0.612,17.2,2019,2018-19
Otto Porter Jr.,25.0,2TM,SF,56.0,1683.0,15.9,3.2,0.093,1.8,1.5,0.9,0.8,0.1,1.2,0.569,19.1,2019,2018-19
Otto Porter Jr.,25.0,WAS,SF,41.0,1191.0,15.0,2.1,0.085,1.0,1.1,0.3,0.0,0.3,0.7,0.551,18.2,2019,2018-19
Otto Porter Jr.,25.0,CHI,SF,15.0,492.0,18.0,1.1,0.112,0.8,0.4,2.2,2.6,-0.4,0.5,0.609,21.3,2019,2018-19
Lauri Markkanen,21.0,CHI,PF,52.0,1682.0,17.1,2.7,0.078,1.3,1.5,-0.2,1.4,-1.5,0.7,0.553,25.1,2019,2018-19
Hassan Whiteside,29.0,MIA,C,72.0,1674.0,23.5,6.3,0.18,2.3,4.0,2.3,1.1,1.2,1.8,0.564,22.6,2019,2018-19
Royce O'Neale,25.0,UTA,SF,82.0,1671.0,9.0,3.3,0.094,0.7,2.5,-0.5,-2.6,2.1,0.6,0.589,11.0,2019,2018-19
JaVale McGee,31.0,LAL,C,75.0,1671.0,21.8,5.9,0.171,3.0,2.9,1.4,0.3,1.2,1.4,0.634,20.2,2019,2018-19
Dwight Powell,27.0,DAL,C,77.0,1662.0,20.4,7.5,0.215,5.6,1.9,2.9,2.0,0.9,2.1,0.682,17.2,2019,2018-19
Kent Bazemore,29.0,ATL,SG,67.0,1643.0,11.9,0.7,0.021,-0.7,1.4,-2.3,-2.5,0.2,-0.1,0.507,22.0,2019,2018-19
Enes Freedom,26.0,2TM,C,67.0,1640.0,22.3,5.4,0.159,3.9,1.6,1.0,2.5,-1.5,1.2,0.594,23.1,2019,2018-19
Enes Freedom,26.0,NYK,C,44.0,1128.0,21.8,3.4,0.143,2.4,0.9,0.9,2.5,-1.6,0.8,0.585,22.9,2019,2018-19
Enes Freedom,26.0,POR,C,23.0,512.0,23.5,2.1,0.196,1.5,0.6,1.3,2.6,-1.3,0.4,0.614,23.4,2019,2018-19
Gary Harris,24.0,DEN,SG,57.0,1639.0,12.2,2.6,0.076,1.1,1.5,-1.6,-1.2,-0.4,0.2,0.526,20.0,2019,2018-19
Dāvis Bertāns,26.0,SAS,PF,76.0,1632.0,13.0,4.0,0.118,2.6,1.5,1.3,1.1,0.2,1.4,0.632,14.1,2019,2018-19
Justin Jackson,23.0,2TM,SF,81.0,1614.0,11.3,2.9,0.086,2.0,0.9,-1.6,-0.8,-0.8,0.2,0.561,14.3,2019,2018-19
Justin Jackson,23.0,SAC,SF,52.0,1083.0,10.1,1.6,0.072,1.0,0.6,-1.9,-1.3,-0.5,0.0,0.546,12.9,2019,2018-19
Justin Jackson,23.0,DAL,SF,29.0,531.0,13.9,1.3,0.114,1.0,0.3,-1.0,0.4,-1.4,0.1,0.584,17.0,2019,2018-19
Dewayne Dedmon,29.0,ATL,C,64.0,1609.0,16.0,4.0,0.119,2.1,1.9,0.5,-0.3,0.8,1.0,0.602,16.7,2019,2018-19
Emmanuel Mudiay,22.0,NYK,PG,59.0,1607.0,14.6,0.8,0.023,0.1,0.7,-2.0,-0.2,-1.8,0.0,0.531,25.6,2019,2018-19
Robin Lopez,30.0,CHI,C,74.0,1606.0,15.9,2.7,0.081,2.0,0.7,-1.9,-0.6,-1.4,0.0,0.598,18.6,2019,2018-19
Evan Turner,30.0,POR,PG,73.0,1605.0,11.6,2.0,0.06,0.5,1.5,-1.3,-1.8,0.5,0.3,0.504,15.9,2019,2018-19
Jalen Brunson,22.0,DAL,PG,73.0,1591.0,12.8,2.6,0.077,1.5,1.0,-1.7,-1.2,-0.5,0.1,0.549,19.1,2019,2018-19
Andre Iguodala,35.0,GSW,SF,68.0,1578.0,13.1,4.2,0.129,2.4,1.8,1.8,0.1,1.7,1.5,0.587,10.4,2019,2018-19
Marvin Bagley III,19.0,SAC,PF,62.0,1567.0,18.9,3.6,0.11,2.0,1.6,-1.0,0.5,-1.5,0.4,0.562,24.2,2019,2018-19
Tyus Jones,22.0,MIN,PG,68.0,1560.0,13.7,3.0,0.091,2.1,0.9,-0.6,-0.9,0.3,0.6,0.491,14.1,2019,2018-19
Taurean Prince,24.0,ATL,SF,55.0,1552.0,11.9,1.5,0.047,0.8,0.7,-2.0,-1.0,-1.0,0.0,0.575,19.5,2019,2018-19
Rodney McGruder,27.0,MIA,SG,66.0,1550.0,9.4,1.9,0.059,0.4,1.6,-2.3,-2.2,-0.1,-0.1,0.51,15.4,2019,2018-19
Alex Len,25.0,ATL,C,77.0,1544.0,17.2,3.2,0.1,2.2,1.0,-1.2,0.0,-1.3,0.3,0.575,22.1,2019,2018-19
Tyler Johnson,26.0,2TM,PG,57.0,1529.0,12.4,2.3,0.071,0.9,1.4,-0.4,-0.7,0.3,0.6,0.532,18.5,2019,2018-19
Tyler Johnson,26.0,MIA,PG,44.0,1123.0,12.3,1.8,0.075,0.5,1.3,-0.1,-0.7,0.6,0.5,0.54,19.2,2019,2018-19
Tyler Johnson,26.0,PHO,PG,13.0,406.0,12.8,0.5,0.06,0.4,0.1,-1.0,-0.5,-0.6,0.1,0.506,16.5,2019,2018-19
Jaren Jackson Jr.,19.0,MEM,PF,58.0,1515.0,16.4,3.3,0.105,1.2,2.2,-0.3,-1.2,1.0,0.7,0.591,22.8,2019,2018-19
Dennis Smith Jr.,21.0,2TM,PG,53.0,1508.0,12.3,0.0,0.001,-1.2,1.2,-1.9,-1.6,-0.4,0.0,0.502,24.8,2019,2018-19
Dennis Smith Jr.,21.0,DAL,PG,32.0,908.0,11.5,0.2,0.01,-0.7,0.9,-2.1,-2.1,0.0,0.0,0.527,23.3,2019,2018-19
Dennis Smith Jr.,21.0,NYK,PG,21.0,600.0,13.5,-0.2,-0.014,-0.5,0.3,-1.7,-0.8,-0.9,0.0,0.473,27.0,2019,2018-19
Torrey Craig,28.0,DEN,SF,75.0,1503.0,10.4,3.0,0.096,1.4,1.7,-1.9,-2.0,0.2,0.0,0.547,12.4,2019,2018-19
Maxi Kleber,27.0,DAL,PF,71.0,1502.0,13.1,3.5,0.111,1.6,1.8,0.4,-0.8,1.2,0.9,0.579,13.5,2019,2018-19
Thomas Bryant,21.0,WAS,C,72.0,1496.0,21.0,5.6,0.178,4.3,1.3,2.0,2.3,-0.3,1.5,0.674,17.6,2019,2018-19
Kevon Looney,22.0,GSW,C,80.0,1481.0,17.3,6.0,0.194,4.2,1.8,0.5,0.1,0.4,0.9,0.636,12.8,2019,2018-19
Iman Shumpert,28.0,2TM,SG,62.0,1481.0,9.1,1.4,0.045,0.1,1.2,-1.9,-2.4,0.5,0.0,0.499,14.5,2019,2018-19
Iman Shumpert,28.0,SAC,SG,42.0,1099.0,10.1,1.2,0.054,0.3,0.9,-1.3,-1.9,0.6,0.2,0.511,15.2,2019,2018-19
Iman Shumpert,28.0,HOU,SG,20.0,382.0,6.3,0.2,0.019,-0.2,0.3,-3.7,-4.0,0.2,-0.2,0.456,12.7,2019,2018-19
Gerald Green,33.0,HOU,SG,73.0,1473.0,11.4,1.9,0.061,0.9,1.0,-1.7,-0.2,-1.5,0.1,0.555,19.5,2019,2018-19
T.J. McConnell,26.0,PHI,PG,76.0,1470.0,13.4,2.9,0.094,1.2,1.7,-0.9,-1.8,0.9,0.4,0.555,15.0,2019,2018-19
E'Twaun Moore,29.0,NOP,SG,53.0,1463.0,11.5,1.7,0.055,1.2,0.5,-2.3,-1.2,-1.1,-0.1,0.567,17.3,2019,2018-19
Allonzo Trier,23.0,NYK,SG,64.0,1459.0,12.2,0.9,0.03,0.4,0.5,-3.1,-1.6,-1.5,-0.4,0.564,21.5,2019,2018-19
Bruce Brown,22.0,DET,SG,74.0,1449.0,6.9,1.5,0.048,-0.1,1.6,-3.3,-4.4,1.0,-0.5,0.469,11.5,2019,2018-19
Ed Davis,29.0,BRK,C,81.0,1446.0,17.3,5.7,0.191,3.3,2.5,0.0,-0.6,0.7,0.7,0.632,12.7,2019,2018-19
Wayne Selden,24.0,2TM,SG,75.0,1439.0,8.3,-0.3,-0.009,-1.0,0.8,-5.4,-3.8,-1.6,-1.2,0.491,18.4,2019,2018-19
Wayne Selden,24.0,MEM,SG,32.0,455.0,8.8,0.1,0.014,-0.2,0.3,-4.4,-3.3,-1.1,-0.3,0.495,19.3,2019,2018-19
Wayne Selden,24.0,CHI,SG,43.0,984.0,8.1,-0.4,-0.019,-0.8,0.4,-5.9,-4.0,-1.8,-1.0,0.489,18.0,2019,2018-19
Luke Kennard,22.0,DET,SG,63.0,1437.0,11.9,2.5,0.085,1.3,1.3,-1.1,-0.4,-0.6,0.3,0.56,18.1,2019,2018-19
Jeremy Lin,30.0,2TM,PG,74.0,1436.0,13.5,2.1,0.07,1.2,0.9,-2.2,-1.4,-0.9,-0.1,0.558,21.8,2019,2018-19
Jeremy Lin,30.0,ATL,PG,51.0,1003.0,15.9,1.9,0.092,1.5,0.4,-0.6,0.3,-1.0,0.3,0.594,22.6,2019,2018-19
Jeremy Lin,30.0,TOR,PG,23.0,433.0,8.2,0.2,0.02,-0.3,0.5,-6.0,-5.4,-0.6,-0.4,0.464,19.8,2019,2018-19
Shaquille Harrison,25.0,CHI,SG,73.0,1430.0,12.4,1.4,0.048,-0.1,1.6,-1.3,-2.8,1.5,0.2,0.494,16.5,2019,2018-19
Lonzo Ball,21.0,LAL,PG,47.0,1423.0,11.7,1.6,0.052,-0.2,1.7,-0.3,-1.6,1.3,0.6,0.487,16.9,2019,2018-19
Maurice Harkless,25.0,POR,SF,60.0,1415.0,13.2,3.4,0.114,1.5,1.9,0.7,-1.0,1.7,1.0,0.547,13.9,2019,2018-19
Tyreke Evans,29.0,IND,SG,69.0,1402.0,11.5,0.3,0.01,-1.7,2.0,-2.7,-2.4,-0.3,-0.2,0.483,26.4,2019,2018-19
Seth Curry,28.0,POR,SG,74.0,1399.0,11.4,2.4,0.082,1.5,0.9,-1.0,-0.4,-0.7,0.3,0.595,16.6,2019,2018-19
Mike Scott,30.0,2TM,PF,79.0,1395.0,8.6,1.6,0.053,0.4,1.2,-2.5,-1.9,-0.7,-0.2,0.528,14.4,2019,2018-19
Mike Scott,30.0,LAC,PF,52.0,748.0,9.4,0.9,0.055,0.1,0.7,-1.5,-1.5,0.0,0.1,0.521,14.9,2019,2018-19
Mike Scott,30.0,PHI,PF,27.0,647.0,7.7,0.7,0.052,0.2,0.5,-3.7,-2.3,-1.4,-0.3,0.537,13.8,2019,2018-19
Derrick Rose,30.0,MIN,PG,51.0,1392.0,19.5,3.0,0.102,2.6,0.3,1.4,3.2,-1.7,1.2,0.557,27.3,2019,2018-19
Kris Dunn,24.0,CHI,PG,46.0,1389.0,12.4,0.6,0.022,-0.5,1.2,-2.7,-2.8,0.2,-0.2,0.484,20.1,2019,2018-19
Alec Burks,27.0,3TM,SG,64.0,1375.0,12.7,1.5,0.052,0.7,0.8,-1.2,-0.6,-0.7,0.3,0.523,19.0,2019,2018-19
Alec Burks,27.0,UTA,SG,17.0,269.0,12.4,0.5,0.084,0.2,0.3,-0.6,-0.4,-0.2,0.1,0.547,23.2,2019,2018-19
