Player,Age,Team,Pos,G,MP,PER,WS,WS/48,OWS,DWS,BPM,OBPM,DBPM,VORP,TS%,USG%,SEASON_END_YEAR,SEASON_LABEL
Toure' Murry,24.0,NYK,PG,51.0,373.0,11.1,0.0,0.002,-0.3,0.3,-4.4,-3.7,-0.7,-0.2,0.479,22.5,2014,2013-14
Leandro Barbosa,31.0,PHO,PG,20.0,368.0,11.5,0.4,0.058,0.2,0.2,-2.8,-1.8,-1.0,-0.1,0.506,20.0,2014,2013-14
Alex Len,20.0,PHO,C,42.0,362.0,7.3,0.2,0.024,-0.2,0.4,-6.6,-5.9,-0.7,-0.4,0.469,14.3,2014,2013-14
Meyers Leonard,21.0,POR,C,40.0,355.0,9.4,0.6,0.086,0.2,0.5,-4.0,-4.7,0.8,-0.2,0.489,14.2,2014,2013-14
Aaron Gray,29.0,2TM,C,37.0,355.0,7.8,0.1,0.016,-0.3,0.4,-4.7,-4.9,0.2,-0.2,0.466,12.5,2014,2013-14
Aaron Gray,29.0,TOR,C,4.0,20.0,5.7,0.0,-0.007,0.0,0.0,-7.8,-9.9,2.1,0.0,0.644,17.9,2014,2013-14
Aaron Gray,29.0,SAC,C,33.0,335.0,7.9,0.1,0.018,-0.2,0.4,-4.5,-4.6,0.1,-0.2,0.455,12.2,2014,2013-14
Jarvis Varnado,25.0,2TM,PF,24.0,339.0,13.3,0.8,0.114,0.5,0.3,-2.3,-3.5,1.3,0.0,0.597,11.6,2014,2013-14
Jarvis Varnado,25.0,CHI,PF,1.0,2.0,-9.1,0.0,0.038,0.0,0.0,-14.6,-14.8,0.2,0.0,,0.0,2014,2013-14
Jarvis Varnado,25.0,PHI,PF,23.0,337.0,13.4,0.8,0.115,0.5,0.3,-2.2,-3.4,1.3,0.0,0.597,11.7,2014,2013-14
Cole Aldrich,25.0,NYK,C,46.0,330.0,19.1,1.2,0.178,0.6,0.6,1.5,-0.1,1.6,0.3,0.62,13.0,2014,2013-14
Eric Maynor,26.0,2TM,PG,31.0,327.0,6.2,-0.4,-0.058,-0.6,0.2,-6.0,-4.4,-1.6,-0.3,0.387,18.2,2014,2013-14
Eric Maynor,26.0,WAS,PG,23.0,215.0,6.0,-0.2,-0.052,-0.4,0.2,-6.0,-4.4,-1.6,-0.2,0.355,19.0,2014,2013-14
Eric Maynor,26.0,PHI,PG,8.0,112.0,6.6,-0.2,-0.07,-0.2,0.1,-6.0,-4.3,-1.7,-0.1,0.461,16.8,2014,2013-14
Landry Fields,25.0,TOR,SF,30.0,322.0,8.6,0.4,0.057,0.0,0.4,-1.4,-2.4,1.0,0.1,0.443,12.4,2014,2013-14
Otto Porter Jr.,20.0,WAS,SF,37.0,319.0,6.0,0.0,-0.006,-0.4,0.3,-6.2,-4.9,-1.3,-0.3,0.405,15.6,2014,2013-14
Josh Harrellson,24.0,DET,C,32.0,317.0,13.4,0.7,0.108,0.5,0.2,-0.7,-0.8,0.1,0.1,0.547,12.8,2014,2013-14
MarShon Brooks,25.0,3TM,SG,35.0,316.0,15.5,0.4,0.06,0.1,0.3,-1.1,-0.6,-0.5,0.1,0.551,23.4,2014,2013-14
MarShon Brooks,25.0,BOS,SG,10.0,73.0,10.7,0.0,0.017,-0.1,0.1,-2.2,-2.5,0.3,0.0,0.514,22.6,2014,2013-14
MarShon Brooks,25.0,GSW,SG,7.0,15.0,24.3,0.0,0.087,0.0,0.0,-1.6,-2.0,0.3,0.0,0.44,43.3,2014,2013-14
MarShon Brooks,25.0,LAL,SG,18.0,228.0,16.5,0.3,0.072,0.2,0.1,-0.7,0.1,-0.8,0.1,0.578,22.3,2014,2013-14
Steve Nash,39.0,LAL,PG,15.0,313.0,12.2,0.1,0.017,0.1,0.0,-3.6,-1.3,-2.3,-0.1,0.488,18.9,2014,2013-14
Darius Morris,23.0,3TM,PG,27.0,313.0,9.2,0.0,0.006,-0.1,0.2,-4.5,-3.6,-0.9,-0.2,0.498,18.6,2014,2013-14
Darius Morris,23.0,PHI,PG,12.0,193.0,11.9,0.1,0.027,0.1,0.1,-3.9,-2.2,-1.6,-0.1,0.544,20.9,2014,2013-14
Darius Morris,23.0,LAC,PG,10.0,54.0,1.5,0.0,-0.041,-0.1,0.1,-9.1,-9.2,0.1,-0.1,0.324,13.0,2014,2013-14
Darius Morris,23.0,MEM,PG,5.0,66.0,7.9,0.0,-0.016,-0.1,0.1,-2.5,-2.9,0.4,0.0,0.433,16.3,2014,2013-14
Derrick Rose,25.0,CHI,PG,10.0,311.0,9.7,-0.2,-0.036,-0.6,0.4,-3.1,-1.2,-1.9,-0.1,0.446,31.5,2014,2013-14
Chauncey Billups,37.0,DET,SG,19.0,309.0,5.3,-0.3,-0.042,-0.3,0.1,-5.8,-4.2,-1.6,-0.3,0.427,15.1,2014,2013-14
Gal Mekel,25.0,DAL,PG,31.0,292.0,5.4,-0.4,-0.073,-0.5,0.1,-7.6,-4.9,-2.7,-0.4,0.4,19.0,2014,2013-14
Shabazz Muhammad,21.0,MIN,SG,37.0,290.0,13.1,0.3,0.053,0.1,0.2,-4.5,-2.2,-2.3,-0.2,0.505,23.1,2014,2013-14
Ben Gordon,30.0,CHA,SG,19.0,279.0,6.4,-0.3,-0.058,-0.7,0.3,-6.0,-5.8,-0.3,-0.3,0.422,22.9,2014,2013-14
Tyshawn Taylor,23.0,BRK,PG,23.0,270.0,5.4,-0.6,-0.098,-0.7,0.2,-8.7,-6.7,-2.0,-0.5,0.427,23.5,2014,2013-14
Quincy Pondexter,25.0,MEM,SG,15.0,270.0,10.3,0.4,0.063,0.2,0.2,-2.0,-1.0,-1.0,0.0,0.52,18.0,2014,2013-14
Chris Copeland,29.0,IND,SF,41.0,265.0,17.6,1.0,0.186,0.6,0.4,4.5,4.2,0.3,0.4,0.621,23.7,2014,2013-14
Roger Mason,33.0,MIA,SG,25.0,260.0,8.2,0.3,0.055,0.1,0.2,-2.7,-1.9,-0.8,0.0,0.528,14.5,2014,2013-14
Isaiah Canaan,22.0,HOU,PG,22.0,252.0,9.5,0.2,0.031,0.0,0.2,-4.0,-2.5,-1.5,-0.1,0.506,21.0,2014,2013-14
Daniel Orton,23.0,PHI,C,22.0,251.0,10.5,0.3,0.049,0.0,0.2,-4.0,-4.7,0.7,-0.1,0.54,13.2,2014,2013-14
Shannon Brown,28.0,2TM,SG,29.0,251.0,4.7,-0.3,-0.05,-0.5,0.3,-6.8,-6.6,-0.1,-0.3,0.419,17.1,2014,2013-14
Shannon Brown,28.0,SAS,SG,10.0,103.0,-0.5,-0.2,-0.102,-0.3,0.1,-10.3,-8.8,-1.5,-0.2,0.36,17.5,2014,2013-14
Shannon Brown,28.0,NYK,SG,19.0,148.0,8.4,0.0,-0.013,-0.2,0.2,-4.3,-5.2,0.9,-0.1,0.462,16.7,2014,2013-14
Chris Singleton,24.0,WAS,SF,25.0,250.0,8.8,0.2,0.033,-0.2,0.3,-4.6,-3.9,-0.7,-0.2,0.481,17.2,2014,2013-14
Antawn Jamison,37.0,LAC,PF,22.0,248.0,7.8,0.1,0.019,-0.3,0.4,-4.7,-4.5,-0.3,-0.2,0.408,19.6,2014,2013-14
Jorge Gutiérrez,25.0,BRK,PG,15.0,244.0,8.7,0.2,0.048,0.1,0.2,-4.9,-4.7,-0.2,-0.2,0.523,14.1,2014,2013-14
Jannero Pargo,34.0,CHA,PG,29.0,242.0,18.9,0.5,0.105,0.2,0.4,2.7,2.9,-0.3,0.3,0.554,28.4,2014,2013-14
Gigi Datome,26.0,DET,SF,34.0,238.0,8.0,-0.1,-0.023,-0.2,0.1,-6.0,-3.7,-2.3,-0.2,0.409,20.2,2014,2013-14
James Jones,33.0,MIA,SF,20.0,236.0,15.4,0.7,0.147,0.6,0.1,3.2,4.1,-0.9,0.3,0.666,15.6,2014,2013-14
Carl Landry,30.0,SAC,PF,18.0,233.0,11.2,0.4,0.088,0.3,0.1,-3.1,-2.4,-0.7,-0.1,0.563,14.5,2014,2013-14
Solomon Hill,22.0,IND,SF,28.0,226.0,7.6,0.4,0.08,0.0,0.4,-2.4,-3.3,0.9,0.0,0.545,11.3,2014,2013-14
Mike Harris,30.0,UTA,PF,20.0,225.0,15.3,0.5,0.116,0.3,0.2,0.3,-1.6,1.9,0.1,0.576,17.1,2014,2013-14
Lorenzo Brown,23.0,PHI,PG,26.0,224.0,8.2,-0.3,-0.068,-0.5,0.2,-5.2,-4.5,-0.7,-0.2,0.349,20.4,2014,2013-14
Peyton Siva,23.0,DET,SG,24.0,224.0,5.7,-0.2,-0.032,-0.2,0.1,-6.4,-5.3,-1.1,-0.2,0.425,15.6,2014,2013-14
Mike Muscala,22.0,ATL,PF,20.0,215.0,10.8,0.2,0.04,-0.1,0.2,-5.5,-4.5,-1.0,-0.2,0.48,19.3,2014,2013-14
Greg Oden,26.0,MIA,C,23.0,212.0,12.4,0.5,0.119,0.2,0.3,-4.8,-5.0,0.2,-0.1,0.567,16.0,2014,2013-14
Dionte Christmas,27.0,PHO,SF,31.0,198.0,11.1,0.3,0.083,0.2,0.1,-1.8,-0.5,-1.3,0.0,0.489,17.4,2014,2013-14
Hasheem Thabeet,26.0,OKC,C,23.0,192.0,2.6,0.0,0.012,-0.2,0.3,-7.3,-8.1,0.7,-0.3,0.536,9.0,2014,2013-14
Arnett Moultrie,23.0,PHI,PF,12.0,187.0,6.7,0.0,0.007,-0.1,0.1,-7.3,-5.9,-1.4,-0.3,0.448,10.7,2014,2013-14
Joel Anthony,31.0,2TM,C,33.0,186.0,8.1,0.2,0.044,0.0,0.2,-5.0,-4.2,-0.8,-0.1,0.394,9.3,2014,2013-14
Joel Anthony,31.0,MIA,C,12.0,37.0,8.0,0.0,0.049,0.0,0.0,-5.5,-5.2,-0.3,0.0,0.436,10.2,2014,2013-14
Joel Anthony,31.0,BOS,C,21.0,149.0,8.1,0.1,0.043,0.0,0.1,-4.9,-4.0,-0.9,-0.1,0.384,9.1,2014,2013-14
Lou Amundson,31.0,2TM,PF,19.0,185.0,9.1,0.1,0.024,-0.1,0.2,-6.5,-6.6,0.1,-0.2,0.446,13.9,2014,2013-14
Lou Amundson,31.0,NOP,PF,18.0,184.0,9.2,0.1,0.024,-0.1,0.2,-6.5,-6.7,0.1,-0.2,0.446,14.0,2014,2013-14
Lou Amundson,31.0,CHI,PF,1.0,1.0,0.0,0.0,0.029,0.0,0.0,-8.3,-4.4,-3.9,0.0,,0.0,2014,2013-14
Victor Claver,25.0,POR,SF,21.0,184.0,8.8,0.2,0.047,0.0,0.2,-3.2,-3.2,0.0,-0.1,0.502,13.7,2014,2013-14
Charlie Villanueva,29.0,DET,PF,20.0,180.0,12.7,0.1,0.034,0.0,0.1,-2.4,-0.6,-1.9,0.0,0.469,25.0,2014,2013-14
Manny Harris,24.0,LAL,SG,9.0,180.0,10.9,0.0,0.002,-0.1,0.1,-3.3,-1.7,-1.7,-0.1,0.485,20.4,2014,2013-14
Kobe Bryant,35.0,LAL,SG,6.0,177.0,10.7,-0.4,-0.097,-0.5,0.1,-5.1,-3.1,-2.1,-0.1,0.505,28.7,2014,2013-14
Ian Clark,22.0,UTA,SG,23.0,172.0,9.2,-0.1,-0.025,-0.2,0.1,-3.2,-2.9,-0.3,-0.1,0.485,22.4,2014,2013-14
Jason Collins,35.0,BRK,C,22.0,172.0,4.1,0.1,0.017,-0.1,0.1,-6.7,-6.4,-0.3,-0.2,0.485,8.9,2014,2013-14
James Nunnally,23.0,2TM,SF,13.0,165.0,6.1,-0.1,-0.021,-0.2,0.1,-5.4,-4.3,-1.1,-0.1,0.44,15.1,2014,2013-14
James Nunnally,23.0,ATL,SF,4.0,54.0,6.2,-0.1,-0.055,-0.1,0.0,-6.6,-3.9,-2.8,-0.1,0.455,20.0,2014,2013-14
James Nunnally,23.0,PHI,SF,9.0,111.0,6.1,0.0,-0.005,-0.1,0.1,-4.7,-4.5,-0.3,-0.1,0.43,12.7,2014,2013-14
Earl Watson,34.0,POR,PG,24.0,161.0,2.1,-0.1,-0.018,-0.2,0.1,-6.7,-7.2,0.5,-0.2,0.47,8.1,2014,2013-14
Jamaal Franklin,22.0,MEM,SG,21.0,161.0,4.7,0.0,-0.002,-0.2,0.2,-5.9,-6.0,0.1,-0.2,0.489,14.6,2014,2013-14
Ronnie Brewer,28.0,2TM,SF,24.0,160.0,3.4,0.0,0.004,-0.1,0.1,-2.4,-3.8,1.4,0.0,0.22,4.9,2014,2013-14
Ronnie Brewer,28.0,HOU,SF,23.0,158.0,3.5,0.0,0.004,-0.1,0.1,-2.3,-3.8,1.5,0.0,0.22,5.0,2014,2013-14
Ronnie Brewer,28.0,CHI,SF,1.0,2.0,0.0,0.0,0.029,0.0,0.0,-8.3,-4.4,-3.9,0.0,,0.0,2014,2013-14
John Jenkins,22.0,ATL,SG,13.0,158.0,4.7,-0.1,-0.043,-0.2,0.1,-6.3,-4.7,-1.6,-0.2,0.457,15.8,2014,2013-14
Sergey Karasev,20.0,CLE,SF,22.0,156.0,2.3,-0.1,-0.041,-0.2,0.1,-8.4,-7.5,-0.9,-0.3,0.47,14.4,2014,2013-14
Tornike Shengelia,22.0,2TM,SF,26.0,154.0,3.9,-0.1,-0.04,-0.2,0.1,-7.3,-6.2,-1.1,-0.2,0.46,13.2,2014,2013-14
Tornike Shengelia,22.0,BRK,SF,17.0,137.0,3.3,-0.2,-0.054,-0.2,0.0,-7.9,-6.3,-1.6,-0.2,0.454,13.2,2014,2013-14
Tornike Shengelia,22.0,CHI,SF,9.0,17.0,9.0,0.0,0.073,0.0,0.0,-2.7,-5.7,3.0,0.0,0.5,13.6,2014,2013-14
Austin Daye,25.0,2TM,SF,22.0,148.0,11.0,0.1,0.047,-0.1,0.2,-3.8,-2.8,-1.0,-0.1,0.456,23.7,2014,2013-14
Austin Daye,25.0,TOR,SF,8.0,33.0,2.4,0.0,-0.067,-0.1,0.0,-10.3,-6.9,-3.4,-0.1,0.279,19.7,2014,2013-14
Austin Daye,25.0,SAS,SF,14.0,115.0,13.5,0.2,0.08,0.0,0.2,-1.9,-1.6,-0.4,0.0,0.499,24.8,2014,2013-14
Bernard James,28.0,DAL,C,30.0,146.0,8.5,0.1,0.04,0.0,0.2,-4.9,-5.0,0.1,-0.1,0.503,11.8,2014,2013-14
Dwight Buycks,24.0,TOR,PG,14.0,146.0,7.2,0.0,-0.009,-0.2,0.2,-3.4,-4.4,1.1,0.0,0.414,19.3,2014,2013-14
Nemanja Nedović,22.0,GSW,SG,24.0,142.0,-1.7,-0.4,-0.132,-0.5,0.1,-10.0,-8.2,-1.9,-0.3,0.306,17.2,2014,2013-14
Chris Babb,23.0,BOS,SG,14.0,132.0,3.7,0.0,-0.008,-0.1,0.1,-6.1,-6.0,-0.1,-0.1,0.367,11.1,2014,2013-14
Chris Wright,25.0,MIL,SF,8.0,126.0,16.5,0.3,0.102,0.2,0.1,-0.2,-0.4,0.2,0.1,0.577,16.7,2014,2013-14
Julyan Stone,25.0,TOR,SG,21.0,120.0,6.6,0.2,0.061,0.0,0.1,-2.9,-3.9,1.0,0.0,0.491,8.8,2014,2013-14
Casper Ware,24.0,PHI,PG,9.0,116.0,13.0,0.2,0.071,0.1,0.1,-2.4,-2.6,0.2,0.0,0.538,18.1,2014,2013-14
Jamaal Tinsley,35.0,UTA,PG,8.0,110.0,1.9,-0.3,-0.122,-0.3,0.0,-7.6,-6.1,-1.5,-0.2,0.225,12.1,2014,2013-14
Glen Rice Jr.,23.0,WAS,SG,11.0,109.0,6.6,-0.1,-0.043,-0.3,0.2,-2.9,-4.7,1.8,0.0,0.399,20.3,2014,2013-14
Stephen Jackson,35.0,LAC,SF,9.0,107.0,0.1,-0.2,-0.099,-0.3,0.1,-6.6,-7.4,0.9,-0.1,0.27,13.9,2014,2013-14
Allen Crabbe,21.0,POR,SG,15.0,100.0,7.7,0.1,0.037,0.0,0.1,-6.1,-4.6,-1.4,-0.1,0.475,16.5,2014,2013-14
Greg Smith,23.0,HOU,C,11.0,100.0,13.7,0.2,0.119,0.2,0.1,-2.5,-1.2,-1.2,0.0,0.629,15.4,2014,2013-14
A.J. Price,27.0,MIN,SG,28.0,99.0,9.7,0.0,-0.012,-0.1,0.0,-4.8,-2.4,-2.4,-0.1,0.469,23.2,2014,2013-14
Hilton Armstrong,29.0,GSW,C,15.0,97.0,17.0,0.3,0.162,0.1,0.2,-0.1,-0.7,0.5,0.0,0.48,14.5,2014,2013-14
Shavlik Randolph,30.0,PHO,PF,14.0,95.0,7.7,0.1,0.06,0.0,0.1,-4.9,-4.8,-0.2,-0.1,0.531,11.0,2014,2013-14
Ognjen Kuzmić,23.0,GSW,C,21.0,92.0,3.4,0.0,-0.025,-0.2,0.1,-8.9,-8.7,-0.2,-0.2,0.42,13.3,2014,2013-14
Solomon Jones,29.0,ORL,PF,11.0,85.0,5.8,0.0,0.013,0.0,0.1,-6.6,-5.1,-1.5,-0.1,0.373,11.1,2014,2013-14
Jared Cunningham,22.0,2TM,SG,13.0,80.0,8.5,0.1,0.075,0.1,0.0,-4.1,-5.1,1.1,0.0,0.464,16.6,2014,2013-14
Jared Cunningham,22.0,ATL,SG,5.0,22.0,-1.8,-0.1,-0.11,-0.1,0.0,-11.4,-9.0,-2.4,-0.1,0.347,10.1,2014,2013-14
Jared Cunningham,22.0,SAC,SG,8.0,58.0,12.4,0.2,0.145,0.1,0.0,-1.3,-3.7,2.4,0.0,0.477,19.1,2014,2013-14
Tony Mitchell,21.0,DET,PF,21.0,79.0,18.1,0.2,0.151,0.1,0.1,0.4,0.5,-0.1,0.0,0.54,13.2,2014,2013-14
JaVale McGee,26.0,DEN,C,5.0,79.0,10.2,-0.1,-0.039,-0.1,0.1,-6.5,-6.3,-0.1,-0.1,0.455,25.0,2014,2013-14
Mike James,38.0,CHI,PG,11.0,77.0,1.5,-0.1,-0.073,-0.2,0.1,-10.2,-8.9,-1.3,-0.1,0.251,16.1,2014,2013-14
Troy Daniels,22.0,HOU,SG,5.0,75.0,16.0,0.2,0.15,0.2,0.0,0.4,3.7,-3.3,0.0,0.677,19.9,2014,2013-14
Hamady N'Diaye,27.0,SAC,C,14.0,74.0,2.9,0.0,-0.008,-0.1,0.1,-7.8,-8.1,0.3,-0.1,0.318,7.4,2014,2013-14
Justin Hamilton,23.0,2TM,C,8.0,72.0,11.9,0.1,0.089,0.1,0.1,-3.8,-2.5,-1.3,0.0,0.586,17.4,2014,2013-14
Justin Hamilton,23.0,CHA,C,1.0,4.0,0.0,0.0,-0.19,0.0,0.0,-8.3,-14.1,5.8,0.0,,11.5,2014,2013-14
Justin Hamilton,23.0,MIA,C,7.0,68.0,12.6,0.1,0.105,0.1,0.1,-3.5,-1.8,-1.7,0.0,0.586,17.7,2014,2013-14
Malcolm Thomas,25.0,2TM,PF,8.0,63.0,4.6,-0.2,-0.132,-0.2,0.1,-9.1,-7.1,-1.9,-0.1,0.444,18.7,2014,2013-14
Malcolm Thomas,25.0,SAS,PF,1.0,15.0,6.6,0.0,-0.107,-0.1,0.0,-7.4,-8.3,1.0,0.0,0.205,17.7,2014,2013-14
Malcolm Thomas,25.0,UTA,PF,7.0,48.0,4.0,-0.1,-0.14,-0.2,0.0,-9.6,-6.8,-2.9,-0.1,0.542,19.1,2014,2013-14
Erik Murphy,23.0,CHI,C,24.0,62.0,0.2,-0.1,-0.055,-0.2,0.1,-8.6,-9.0,0.3,-0.1,0.231,11.2,2014,2013-14
Viacheslav Kravtsov,26.0,PHO,C,20.0,59.0,10.5,0.0,0.027,0.0,0.0,-6.9,-3.8,-3.0,-0.1,0.54,18.3,2014,2013-14
Keith Bogans,33.0,BOS,SG,6.0,55.0,9.9,0.1,0.121,0.1,0.0,-2.0,-1.4,-0.6,0.0,0.82,6.7,2014,2013-14
Damion James,26.0,SAS,SF,5.0,50.0,4.1,0.0,0.01,-0.1,0.1,-4.7,-4.9,0.2,0.0,0.304,9.8,2014,2013-14
Othyus Jeffers,28.0,2TM,SG,6.0,47.0,6.9,0.1,0.082,0.0,0.0,-3.2,-2.9,-0.3,0.0,0.58,8.3,2014,2013-14
Othyus Jeffers,28.0,SAS,SG,4.0,34.0,8.9,0.1,0.121,0.1,0.0,-0.9,-0.9,0.0,0.0,0.595,7.8,2014,2013-14
Othyus Jeffers,28.0,MIN,SG,2.0,13.0,1.7,0.0,-0.02,0.0,0.0,-9.2,-8.2,-1.0,0.0,0.532,9.4,2014,2013-14
Andris Biedriņš,27.0,UTA,C,6.0,45.0,2.4,0.0,-0.033,-0.1,0.0,-8.2,-6.2,-2.0,-0.1,0.412,5.7,2014,2013-14
Lance Thomas,25.0,NOP,SF,5.0,42.0,0.5,-0.1,-0.117,-0.1,0.0,-9.6,-6.5,-3.0,-0.1,0.279,13.8,2014,2013-14
Carrick Felix,23.0,CLE,SG,7.0,38.0,13.3,0.0,0.057,0.0,0.0,-3.4,-1.3,-2.2,0.0,0.603,23.2,2014,2013-14
Adonis Thomas,20.0,2TM,SF,6.0,37.0,7.3,0.0,0.001,0.0,0.0,-6.2,-4.2,-2.0,0.0,0.485,18.5,2014,2013-14
Adonis Thomas,20.0,ORL,SF,4.0,24.0,5.8,0.0,-0.031,0.0,0.0,-6.4,-4.7,-1.7,0.0,0.371,17.9,2014,2013-14
Adonis Thomas,20.0,PHI,SF,2.0,13.0,10.1,0.0,0.06,0.0,0.0,-5.9,-3.4,-2.5,0.0,0.7,19.5,2014,2013-14
Robert Covington,23.0,HOU,SF,7.0,34.0,15.0,0.1,0.122,0.1,0.0,0.7,1.5,-0.8,0.0,0.571,19.3,2014,2013-14
Ryan Gomes,31.0,OKC,SF,5.0,34.0,0.2,0.0,-0.039,-0.1,0.0,-8.8,-7.5,-1.3,-0.1,0.375,11.7,2014,2013-14
Ricky Ledo,21.0,DAL,SG,11.0,33.0,12.7,0.0,0.024,0.0,0.0,-3.9,-1.4,-2.5,0.0,0.506,28.6,2014,2013-14
James Southerland,23.0,2TM,SF,4.0,30.0,11.8,0.0,-0.023,-0.1,0.0,-2.7,-2.3,-0.4,0.0,0.441,25.6,2014,2013-14
James Southerland,23.0,CHA,SF,1.0,3.0,-40.6,-0.1,-1.119,-0.1,0.0,-47.0,-31.4,-15.6,0.0,0.0,46.2,2014,2013-14
James Southerland,23.0,NOP,SF,3.0,27.0,17.7,0.1,0.098,0.0,0.0,2.2,0.9,1.3,0.0,0.543,23.4,2014,2013-14
Arinze Onuaku,26.0,2TM,PF,5.0,30.0,3.8,0.0,-0.044,0.0,0.0,-5.2,-4.0,-1.2,0.0,0.255,10.4,2014,2013-14
Arinze Onuaku,26.0,NOP,PF,3.0,25.0,5.6,0.0,-0.016,0.0,0.0,-3.6,-3.1,-0.5,0.0,0.307,10.7,2014,2013-14
Arinze Onuaku,26.0,CLE,PF,2.0,5.0,-5.3,0.0,-0.179,0.0,0.0,-13.1,-8.7,-4.4,0.0,0.0,8.9,2014,2013-14
Melvin Ely,35.0,NOP,C,2.0,27.0,3.9,0.0,0.011,0.0,0.0,-10.3,-7.5,-2.8,-0.1,0.5,10.1,2014,2013-14
Josh Childress,30.0,NOP,SF,4.0,24.0,3.9,0.0,-0.003,0.0,0.0,-3.3,-4.1,0.9,0.0,,1.9,2014,2013-14
Josh Powell,31.0,HOU,PF,1.0,19.0,2.5,0.0,-0.094,-0.1,0.0,-11.4,-8.8,-2.6,0.0,0.333,16.1,2014,2013-14
Reggie Williams,27.0,OKC,SF,3.0,17.0,16.4,0.0,0.034,0.0,0.0,-2.4,-0.9,-1.5,0.0,0.611,28.7,2014,2013-14
Vander Blue,21.0,BOS,SG,3.0,15.0,0.5,-0.1,-0.214,-0.1,0.0,-13.8,-10.0,-3.8,0.0,0.403,24.3,2014,2013-14
Darius Johnson-Odom,24.0,PHI,SG,3.0,15.0,-23.0,-0.2,-0.661,-0.2,0.0,-27.3,-23.0,-4.4,-0.1,0.0,27.9,2014,2013-14
D.J. Stephens,23.0,MIL,SG,3.0,15.0,16.1,0.0,0.067,0.0,0.0,1.7,2.2,-0.5,0.0,0.47,22.4,2014,2013-14
Seth Curry,23.0,2TM,PG,2.0,13.0,13.8,0.0,0.131,0.0,0.0,4.7,-2.5,7.1,0.0,0.5,10.3,2014,2013-14
Seth Curry,23.0,MEM,PG,1.0,4.0,0.0,0.0,0.006,0.0,0.0,-6.6,-7.3,0.7,0.0,,0.0,2014,2013-14
Seth Curry,23.0,CLE,PG,1.0,9.0,19.9,0.0,0.187,0.0,0.0,9.7,-0.3,10.0,0.0,0.5,14.9,2014,2013-14
Shane Edwards,26.0,CLE,SF,2.0,12.0,-1.0,0.0,-0.141,0.0,0.0,-13.3,-8.7,-4.6,0.0,0.333,14.9,2014,2013-14
Mustafa Shakur,29.0,OKC,PG,3.0,11.0,-8.8,-0.1,-0.347,-0.1,0.0,-18.6,-12.0,-6.6,0.0,0.129,23.7,2014,2013-14
Elias Harris,24.0,LAL,SF,2.0,11.0,7.6,0.0,0.018,0.0,0.0,0.3,-0.6,0.9,0.0,0.0,4.0,2014,2013-14
Tony Mitchell,24.0,MIL,SF,3.0,10.0,30.9,0.1,0.242,0.0,0.0,10.6,9.0,1.7,0.0,0.6,22.6,2014,2013-14
Sasha Vujačić,29.0,LAC,SG,2.0,10.0,1.5,-0.1,-0.289,-0.1,0.0,-12.4,-12.3,-0.1,0.0,0.5,35.3,2014,2013-14
D.J. White,27.0,CHA,PF,2.0,10.0,2.4,0.0,0.004,0.0,0.0,-5.6,-8.2,2.6,0.0,0.0,4.6,2014,2013-14
Royce White,22.0,SAC,PF,3.0,9.0,-8.3,0.0,-0.121,0.0,0.0,-16.9,-12.5,-4.5,0.0,0.0,4.9,2014,2013-14
Maalik Wayns,22.0,LAC,PG,2.0,9.0,19.3,0.1,0.313,0.0,0.0,4.8,-8.7,13.4,0.0,0.5,9.8,2014,2013-14
Scotty Hopson,24.0,CLE,SG,2.0,7.0,-6.5,-0.1,-0.412,-0.1,0.0,-20.7,-17.4,-3.3,0.0,0.102,31.1,2014,2013-14
Royal Ivey,32.0,OKC,SG,2.0,5.0,-16.5,0.0,-0.362,0.0,0.0,-27.7,-21.7,-6.1,0.0,0.0,17.7,2014,2013-14
Dexter Pittman,25.0,ATL,C,2.0,3.0,13.1,0.0,-0.18,0.0,0.0,-24.3,1.8,-26.1,0.0,0.0,28.5,2014,2013-14
Chris Smith,26.0,NYK,PG,2.0,2.0,0.0,0.0,-0.02,0.0,0.0,-9.7,-6.1,-3.6,0.0,,0.0,2014,2013-14
DeAndre Liggins,25.0,MIA,SG,1.0,1.0,129.1,0.0,2.123,0.0,0.0,41.5,42.1,-0.6,0.0,1.0,47.8,2014,2013-14
League Average,,,,,,,,,,,,,,,0.541,19.9,2014,2013-14
James Harden,25.0,HOU,SG,81.0,2981.0,26.7,16.4,0.265,12.2,4.2,8.8,7.0,1.8,8.1,0.605,31.3,2015,2014-15
Andrew Wiggins,19.0,MIN,SF,82.0,2969.0,13.9,2.1,0.034,2.1,0.0,-2.4,-0.4,-2.0,-0.3,0.517,22.6,2015,2014-15
Trevor Ariza,29.0,HOU,SF,82.0,2930.0,12.7,6.6,0.108,2.7,3.9,1.0,-0.1,1.1,2.2,0.539,16.5,2015,2014-15
Damian Lillard,24.0,POR,PG,82.0,2925.0,20.7,10.6,0.174,7.3,3.3,4.7,4.3,0.3,4.9,0.56,26.9,2015,2014-15
Chris Paul,29.0,LAC,PG,82.0,2857.0,26.0,16.1,0.27,12.9,3.2,8.0,6.4,1.6,7.2,0.596,23.7,2015,2014-15
John Wall,24.0,WAS,PG,79.0,2837.0,19.9,7.8,0.132,3.6,4.2,3.6,2.6,1.0,4.0,0.523,26.1,2015,2014-15
